actor,paragraph,date
Statkraft AS,Effektivt kraftsystem viktig for å sikre god ressursbruk,31.01.2024
Statkraft AS,Utvalget peker på at kraft er en begrenset ressurs og at all kraftproduksjon har negative effekter. Videre skriver det at all politikk og alle beslutninger må ta utgangspunkt i at alle ressurser er knappe.,31.01.2024
Statkraft AS,"Det ville vært positivt om utvalget også så hen til energiloven, hvor disse prinsippene allerede er styrende for kraftsektoren. Formålsparagrafen i energiloven slår fast at produksjon, omforming, overføring, omsetning, fordeling og bruk av energi foregår på en samfunnsmessig rasjonell måte, herunder skal det tas hensyn til allmenne og private interesser som blir berørt. Dagens system er derfor innrettet for å reflektere at kraft er en knapp ressurs som det har store kostnader for samfunnet å produsere.",31.01.2024
Statkraft AS,"Kraftprisen spiller en viktig rolle i å sikre at kraften brukes effektivt. Et velfungerende kraftmarked er derfor viktig for å sikre god ressursbruk og minimere behovet for utbygging. Marginalprising sikrer at kapasiteten som bygges ut, er den som til en lavest mulig kostnad dekker samfunnets behov. Dermed unngår vi som samfunn overkapasitet, noe som ville gitt et dyrere kraftsystem og nedbygging av natur.",31.01.2024
Statkraft AS,"Gjennom å sende et signal om når det er knapphet gir kraftprisen også et viktig signal om når det er størst verdi å redusere kraftforbruket. Energieffektiviseringstiltak som reduserer effekttopper, bidrar både til å redusere behovet for ny kraftproduksjon, effekt og mindre nett. Dette er særlig tiltak som bidrar til å redusere kraftforbruket på kalde dager. Fjernvarme kan også spille en viktig rolle i å redusere kraftforbruket til oppvarming og dermed redusere effekttoppene på kalde vinterdager.",31.01.2024
Statkraft AS,"Konsesjonsprosessen har en viktig rolle i å sikre at kraftutbygging i minst mulig grad går utover andre verdier, som natur, urfolksrettigheter og rekreasjon. Med økt utbygging i årene fremover er det viktig at konsesjonsprosesser er kunnskapsbaserte og lykkes med å involvere alle relevante interessenter. Gode konsesjonsprosesser er sentralt i å sikre at utbyggingen av kraft skjer på en måte som tar hensyn til verdier som ikke er prissatt og negative eksterne virkninger fra kraftutbygging.",31.01.2024
Statkraft AS,"Kraftutveksling er viktig for å sikre effektiv bruk av kraften. Gjennom å handle kraft på tvers av geografiske områder er det mulig å utnytte forskjeller i værforhold, produksjonsteknologi og etterspørselstopper. Det gjør det også mulig å utnytte fleksibilitet både på forbrukssiden og etterspørselssiden over et større område. For et vannkraftdominert system som det norske blir det mulig å eksportere overskuddet i våte år og mulighet for import i tørre år. Det bidrar også til en lavere samlet systemkostand og en mer effektiv energiomstilling.",31.01.2024
Statkraft AS,Utvalgets syn på lavenergisamfunn og høyenergisamfunn,31.01.2024
Statkraft AS,"Statkraft deler utvalgets syn på at energi er en knapp ressurs som må brukes effektiv. Utvalget setter i sin drøftelse opp en motsetning mellom et høyenergisamfunn som produserer og forbruker mye kraft og et lavenergisamfunn som tar utgangspunkt i at all kraft er en knapp ressurs. Vi tror dette er en uhensiktsmessig motsetning. Gjennom energiloven opererer kraftsektoren i stor grad allerede etter de prinsippene utvalget legger til grunn for et lavenergisamfunn. Hvor mye kraft det etterspørres og produseres er heller ikke to uavhengige variable, men henger tett sammen. Dersom kraftutviklere lykkes med å lage prosjekter som lar seg gjennomføre med lite sosial motstand, med begrenset inngrep i naturen og til en lavere kostnad enn forventet oppnådd kraftpris vil tilbudet av kraft bli større. Teknologiutvikling vil også ha betydning for hvor mye kraft det er realistisk å bygge ut. Dersom kostandene på havvind faller frem mot 2050 vil det kunne bidra med betydelige mengder kraft inn i det nordiske kraftsystemet. På etterspørselssiden vil betalingsvilligheten til forbrukere og næringsliv være avgjørende. Med høy betalingsvillighet vil det være mer lønnsomt å bygge ut dyrere kraftformer og dermed også større tilbud. Som vist overfor vil det være lite hensiktsmessig å bygge norsk klima- og energipolitikk på en bestemt bane for produksjon og forbruk, og markedet kan bidra til å koordinere tilbud og etterspørsel og sikre at det ikke bygges mer kraft enn det samfunnet har behov for.",31.01.2024
Statkraft AS,"Norge har et høyt kraftforbruk per innbygger, men dette skyldes i stor grad tilgang på gode ressurser som har gitt en lavere kraftpris enn landene rundt oss. Utnyttelsen av disse ressursene har lagt til rette for etablering av kraftkrevende industri. Norge har vært et foregangsland når det gjelder å tilrettelegge for effektiv bruk av kraftressursene og dette var en av driverne for deregulering av kraftmarkedet hvor knapphet, herunder nettkapasitet, reflekteres gjennom priser.",31.01.2024
Statkraft AS,En tilgrensende problemstilling kan være koordineringsutfordringen som oppstår når fremtidig etterspørsel er avhengig av nytt tilbud og fremtidig tilbud er avhengig av ny etterspørsel. Det finnes flere mekanismer for å løse en slik koordineringsutfordring. Blant annet selges en del av kraften som produseres i Norge på lange kraftkontrakter. Slike kontrakter kan inngås mellom utbyggere og både ny- og eksisterende industri. Det er også et fremtidsmarked for finansiell krafthandel med standardiserte produkter som går 10 år frem i tid (per nå frem til 2034).,31.01.2024
Statkraft AS,"Det norske kraftsystemet er også knyttet sammen med landene rundt oss og i perioder med svakere kraftbalanse kan vi importere fra naboland. Så lenge det er forutsigbare rammevilkår både når det gjelder skattlegging og tilgang til areal vil det være mulig for produsenter å møte økende etterspørsel med nytt tilbud. Dersom det viser seg sosialt, miljømessig og økonomisk mulig å bygge ut større mengder ny kapasitet i Norge vil vi få et system med både større tilbud og etterspørsel, men om det ikke er mulig vil tilbudssøkningen bli mindre. Graden av knapphet frem i tid vil reflekteres i fremtidsprisene og dermed sende et signal til alle markedsaktører.",31.01.2024
Statkraft AS,"Vi er også usikre på om det er hensiktsmessig å bare se på kraftforbruket i Norge for seg selv i en vurdering av om kraftforbruket er høyere eller lavere enn nødvendig. Europa og resten av verden skal gjennom en betydelig omlegging av sine energisystemer. Det innebærer at energisystemet blir mer materialintensivt. Energiomstillingen kan også føre til at verdikjeder flyttes, f.eks. ved at industri som i dag er lokalisert i områder med god tilgang på fossil energi, som kull, vil ønske å relokalisere til områder med gode fornybarresurser. I Nord-Sverige ser vi at en rekke aktører ønsker å etablere kraftkrevende industri, for eksempel produksjon av grønt stål. Dersom kraftforbruket i Norge øker basert på tilgang til komparativt gode fornybare ressurser for å produsere varer som alternativt ville blitt produsert med større ressursbruk andre steder kan det samlet sett gi en mer bærekraftig omstilling globalt.",31.01.2024
Statkraft AS,"Utvalget skriver at «prognoser som viser stor økning i kraftforbruket er ofte basert på en forutsetning om at kraften vil være billig». Vi er usikre på hva utvalget baserer dette utsagnet på. En rekke av rapportene utvalget referer til har priser som ligger over snittprisen for kraft de siste 10 årene. Generelt er det heller ikke i hvilken grad kraft er «billig» eller «dyr» som er avgjørende. For eksempel vil det for som er viktig for etablering av ny industri være helheten i rammevilkår og markedsforhold, inkludert den relative kraftprisen sammenlignet med andre land.",31.01.2024
Statkraft AS,Utvalgets syn på hydrogen og ammoniakk,31.01.2024
Statkraft AS,"I en rekke sektorer hvor det er vanskelig å fjerne utslipp vil hydrogen og hydrogenderivater som ammoniakk være viktige løsninger. Det er kraftkrevende å produsere hydrogen og Statkraft deler utvalgets syn på at hydrogen og derivater av hydrogen må brukes effektivt. Samtidig vil det i en rekke sektorer være umulig å nå null uten bruk av hydrogen eller hydrogenderivater. Alternativt vil det være behov for bærekraftig biomasse som er en svært begrenset ressurs. Prismekanismen vil spille en sentral rolle i å sikre at hydrogen og hydrogenderivater brukes der behovet er størst. Kraft er en sentral innsatsfaktor i produksjon av grønt hydrogen. I sektorer hvor det finnes andre, og mer effektive løsninger vil det lønne seg å velge disse løsningene.",31.01.2024
Statkraft AS,Natur og arealbruk,31.01.2024
Statkraft AS,For å nå klimamål vil være behov for mer fornybar energi og nettutbygging noe som vil medføre arealinngrep. Dette vil også være tilfelle dersom det er liten eller ingen vekst i kraftforbruket fra ny industrietablering.,31.01.2024
Statkraft AS,Det har de siste årene vært økt søkelys på konsekvensen av arealendringer både for tap av naturmangfold og klimagassutslipp. Kunming-Montreal rammeverket for naturmangfold setter mål for at verden skal verne mer natur. Det er viktig at norsk arealpolitikk er helhetlig og konsistent slik at de små naturinngrepene det vil være rom for i årene fremover er de som fører til størst verdi for samfunnet som helhet.,31.01.2024
Statkraft AS,"Alt fornybarpotensial i Norge bør ikke bygges ut. Og der det skal bygges ut, er det viktig med dialog med de som berøres sterkest. Det er avgjørende for å sikre en god balanse mellom natur, klima, menneskerettigheter og næringsutvikling.",31.01.2024
Statkraft AS,"Derfor er det viktig med gode, transparente, men også raske konsesjonsprosesser. Statkraft er også positive til en vurdering av hvordan naturen bedre kan reflekteres i konsesjonsprosessene. Vi er derfor positive til å utrede naturavgift for å skaffe ytterligere kunnskap og bedre forstå hvordan en slik avgift vil virke i praksis. Naturregnskap og arealnøytralitet bør vurderes for landet samlet.",31.01.2024
Statkraft AS,Om småskala kraftproduksjon.,31.01.2024
Statkraft AS,Utvalget skriver at det bør legges til rette for økt småskala kraftproduksjon i Norge. Vi gjorde i forbindelse med vårt Lavutslippsscenario 2023 en analyse av kostander og arealbruk for såkalt «nærvind» i Norge.,31.01.2024
Statkraft AS,"Denne analysen er ment å belyse noen av avveiingene som oppstår ved mindre vindparker og er omfattet av usikkerhet. Analysen viser at arealbruken per produserte energienhet er omtrent 70 prosent høyere for vindpark på industritomt i forhold til en stor vindpark per energi produsert (hektar/GWh). Her er imidlertid arealet allerede på et utbygd område («grått areal») så naturpåvirkningen forventes å bli liten. I tillegg er vindturbinene lavere og dermed mindre synlige. Kostnadene per produsert kWh øker imidlertid kraftig i forhold til en stor vindpark med gode vindressurser, opp 75 prosent med våre forutsetninger. Da har vi trukket fra kostnadsbesparelser ved at adkomstvei og nettilknytning er på plass. Kostnadsøkningen skyldes dårligere vindressurser og lavere turbiner.",31.01.2024
Statkraft AS,"Med våre forutsetninger gir lavere turbiner på lokalitet med gode vindressurser omtrent 50 prosent høyere kostnader enn det vi kan oppnå med flere og høyere turbiner på samme lokalitet. Selv om vindkraft på industritomt får betydelig økte kostnader relativt til en stor vindpark med gode vindressurser, vil et vindkraftanlegg på «grå arealer» imidlertid fortsatt kunne være mer konkurransedyktig enn de fleste andre teknologier, som havvind og ikke minst kjernekraft.",31.01.2024
Statkraft AS,Del C og D,31.01.2024
Statkraft AS,Klimaomstilling som en sektorovergripende problemstilling.,31.01.2024
Statkraft AS,Statkraft deler utvalgets syn om at omstillingen vil gripe inn i alle deler av samfunnet og vil kreve sektorovergripende løsninger. Det er viktig at staten og offentlige instanser er i stand til å jobbe på tvers.,31.01.2024
Statkraft AS,Vilkårsrevisjoner for vannkraftverk er et område hvor Statkraft er bekymret for at silotenkning svekker muligheten til å nå viktige samfunnsmål. Vannkraftens fleksibilitet er begrenset og vanskelig å erstatte. I verste fall kan vilkårsrevisjoner som begrenser vannkraftverks fleksibilitet føre til nye naturinngrep for å erstatte fleksibilitet som går tapt i vilkårsrevisjoner.,31.01.2024
Statkraft AS,Samarbeid med EU,31.01.2024
Statkraft AS,Statkraft støtter utvalgets anbefaling om at Norge skal fortsette sitt klimasamarbeid med EU. Vi deler utvalgets syn på at utviklingen i europeisk klimapolitikk uansett vil ha stor påvirkning på Norge og at det er gevinster ved et felles regelverk.,31.01.2024
Statkraft AS,Styringssystemer.,31.01.2024
Statkraft AS,"Statkraft har ikke konkrete syn på hvordan statens styringssystem bør se ut, men for beslutningstakere i nærginsliv og husholdninger er det viktig med systemer som gir tydelige signal på om og hvordan klimamålene nås slik at det er mulig å ha et best mulig beslutninger i dag. Vi ønsker å påpeke at for vår del er det viktigste styringssignalet at klimamål følges opp med virkemidler som gjør det realistisk at målene nås.",31.01.2024
Statsbygg,Statsbygg stiller seg bak løftet om at Norge blir et nullutslippssamfunn innen 2050. Rapporten er et viktig signal for å kunne oppnå de løftene som er satt og sikre en omstilling i samfunnet vårt.,28.02.2024
Statsbygg,"For å nå målene som Norge har satt seg, er det viktig at alle bidrar. Derfor ønsker Statsbygg å være en aktiv bidragsyter for å nå de målsettingene som er satt og jobbe aktivt med tiltakene og virkemidlene som er foreslått.",28.02.2024
Statsbygg,"Bygg-, anleggs- og eiendomsbransjen er omtalt flere ganger, i tillegg til statlige virksomheter. Tema som energibruk, areal og natur, og sirkulær økonomi er spesielt for Statsbygg, og flere av virkemidlene som nevnes i rapporten jobber Statsbygg allerede aktivt med. Det er derimot flere faktorer som må på plass for at Statsbygg, samt andre virksomheter og bransjer, vil klare å iverksette visse tiltak og krav. Dette vil kreve arbeid på tvers av samfunnet og støtte fra politisk hold.",28.02.2024
Statsbygg,"For å lykkes med omstillingen, anbefaler Statsbygg at de anbefalte prinsippene i rapporten legges til grunn. Det inkluderer:",28.02.2024
Statsbygg,"Juridiske virkemidler som krav, påbud og forbud er sentrale for overgangen til et lavutslippssamfunn, men bør brukes på en måte som er forutsigbar for aktørene. Det kan settes rammer som påvirker offentlige beslutninger i riktige retning, for eksempel regler for vektlegging av miljø i offentlige anskaffelser.",28.02.2024
Statsbygg,"BAE-næringen ønsker å jobbe mot omstilling, og det er noen sentrale områder hvor Statsbygg tror vi kan bidra:",28.02.2024
Statsforvalteren i Vestfold og Telemark,"Det vises til NOU 2023: 25, Omstilling til lavutslipp — Veivalg for klimapolitikken mot 2050. Rapporten ble lagt ut på høring høsten 2023.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Innspill,30.01.2024
Statsforvalteren i Vestfold og Telemark,Generelt,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Innledningsvis vil vi gi vår tilslutning til arbeidet i sin helhet. Innenfor klimaarbeid er behovet stort for tydelig politikk og forutsigbare veivalg, sett fra Statsforvalterens ståsted. Vi opplever at kommunene ønsker tydeligere nasjonale rammer for klimaarbeidet, for å synliggjøre både det lokale handlingsrommet og statens forventninger. Det er kommunene som er statens viktigste verktøy for lokal gjennomføring og tilpasning av nasjonal politikk.",30.01.2024
Statsforvalteren i Vestfold og Telemark,"Videre finner Statsforvalteren at rapporten på en god måte peker på sammenhengene mellom utslipp av klimagasser, lagring av karbon og håndtering av klimaendringer – og hvordan naturens økosystemer er et felles verktøy for disse temaene. Nasjonal politikk må avspeile dette samspillet.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Forvaltningens aktører,30.01.2024
Statsforvalteren i Vestfold og Telemark,Kommunene:,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Kommunene er de lokale operatørene i klima- og miljøpolitikken. Utfordringenes karakter – klimakrise og naturkrise – understreker viktigheten av sammenhengen mellom nasjonal politikk og lokal gjennomføring, som nevnt i innledningen. Mye av politikken innenfor klima ligger i internasjonale konvensjoner og forpliktelser, og det er staten som må utvikle og gjennomføre politikken nasjonalt og forankre den i kommunene.",30.01.2024
Statsforvalteren i Vestfold og Telemark,"Statsforvalteren finner at utvalgets forslag om kommunenes ansvar på s. 96 er interessant å se nærmere på: «Lokalt selvstyre er forankret i Grunnlovens paragraf 49 og lokal forankring av beslutninger er viktige prinsipper i norsk forvaltning. Utvalget mener det er viktig at dette legges til grunn for arbeidet med løsninger. På samme måte må det også ligge en erkjennelse om at kommunene har ansvar for å bidra til måloppnåelse for klima og natur på nasjonalt nivå. Kommunene har et ansvar for å ivareta konkrete rettigheter og plikter besluttet av nasjonale myndigheter på andre områder, som skole og primærhelsetjeneste. På samme vis kan nasjonale myndigheter vedta tilsvarende plikter på klima- og naturområdet.»",30.01.2024
Statsforvalteren i Vestfold og Telemark,Statsforvalterne:,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Statsforvalterne er naturlige regionale aktør for veiledning, opplæring og oppfølging av kommunene innenfor nasjonal politikk, og står i en direkte styringslinje fra Regjering og Storting. Embetene har allerede i dag en integrert oppfølging av de statlig bestemte hensynene og oppgavene på beredskap, natur og areal.",30.01.2024
Statsforvalteren i Vestfold og Telemark,"Vi deler synet på Statsforvalterens rolle slik den er beskrevet på s. 231 i rapporten: «Statsforvalterens rolle bør videreutvikles når det gjelder samordning og veiledning av kommunene i arbeidet med samfunns- og arealplaner. Kommunene utvikler sine egne samfunns- og arealplaner i dag. Utvalget mener kommunene bør beholde denne rollen, men at statsforvalteren i større grad kan samordne ulike planer og prioriteringer for blant annet areal, transport og næringsliv innenfor hver region. Statsforvalteren kan også ha en viktig funksjon knyttet til veiledning og som ressurssenter. Bruk av innsigelse til kommunale planer som i liten grad hensyntar klimamål må benyttes der det er nødvendig. Slike endringer kan forankres i en oppdatert plan- og bygningslov og ny statlig instruks til statsforvalteren om bruk av innsigelser.»",30.01.2024
Statsforvalteren i Vestfold og Telemark,Bærekraftsmål,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Vi savner en tydeligere henvisning til og innarbeiding av FNs bærekraftsmål gjennom hele rapporten. Bærekraftsmålene skal nås innen 2030 og alle forvaltningsnivåer er ansvarlige for gjennomføringen. Synliggjøring av målene i skriftlige dokumenter er et enkelt første skritt, både visuelt og innholdsmessig. Det neste skrittet er å vurdere om forslag/tiltak fremmer alle de tre bærekraftsdimensjonene, eller om det oppstår målkonflikter. Dersom det er målkonflikter, ligger bærekraftsverdien i å redusere konflikter og fremme flere mål på én gang.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Statsforvalteren har i oppdrag å «følge opp» bærekraftsmålene innenfor våre fagområder. Klima er ett av disse områdene. Det ville være til stor hjelp om overordnede styringsdokumenter og kunnskapsgrunnlag fra departementene viser vei.,30.01.2024
Statsforvalteren i Vestfold og Telemark,Landbruk,30.01.2024
Statsforvalteren i Vestfold og Telemark,Innspill til kapittel 6 – Arealer og natur:,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Utvalget anbefaler innføring av generell meldeplikt for all avvirkning i «biologisk gammel skog», uten å definere «biologisk gammel». Hogstmoden skog kan være mellom 50 og 120 år, avhengig av bonitet. Skog som er skjøttet med tanke på tømmerproduksjon vil på mange voksesteder ha høy alder når den når hogstklasse fem og per definisjon er hogstmoden. Å innføre generell meldeplikt for «biologisk gammel skog» kan komme i konflikt med det som er ordinær, bærekraftig skogsdrift.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Innføring av meldeplikt etter skogbruksloven § 11 et virkemiddel som kan tas i bruk overfor skogeier «når det er nødvendig for å holde kontroll med at loven blir fulgt».,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Vi mener det kan være hensiktsmessig å innføre meldeplikt for hogst på arealer som er lagt ut til annet formål enn LNF i kommuneplan eller reguleringsplan. Dette for å sikre at skog som er verdifull enten biologisk eller med tanke på skogproduksjon, ikke avvirkes uten at det foreligger konkrete, vedtatte planer for gjennomføring av dette andre formålet. Det vil si at en skal unngå hogst for å legge til rette for prosjekter som ikke blir gjennomført.",30.01.2024
Statsforvalteren i Vestfold og Telemark,"Utvalget anbefaler at kartlegging av økosystemer og økosystemers tilstand intensiveres, herunder systematisk rapportering av lokalisering av utført hogst. Vi er positive til et krav om kartfesting av hogster, særlig med tanke på oppfølging av skogarealene med nødvendige foryngelses- og skjøtselstiltak. Rapporten Klimatiltak i Norge mot 2023 (M-2539:2023) slo fast at økning i ungskogpleie utover dagens nivå vil føre til betydelig opptak av karbon. Kartfesting av hogstflater vil gi forvaltningen et verktøy for å følge opp ungskogpleie systematisk.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Innspill til kapittel 7 – Matsystemet:,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Utvalget anbefaler å basere de politiske målene i hele matsystemet på at Norge skal bli et lavutslippssamfunn. Dermed blir målene om matsikkerhet og beredskap, landbruk over hele landet, økt verdiskaping og bærekraftig landbruk underordnet nedskalering av produksjon av mat med høy utslipp av klimagasser.",30.01.2024
Statsforvalteren i Vestfold og Telemark,"Utslipp per produsert enhet (kg kjøtt eller liter melk) har gått ned over mange år, og har potensial til å reduseres ytterlige. Dette tar tid, og utslippet fra produksjon av animalske proteiner skal alltid være mye høyere en utslipp fra produksjon av plantebaserte proteiner. Likevel egner en stor del av Telemark fylket, og Norge generelt, seg bare til produksjon av gras, og dermed til storfe- og sauehold. Utnyttelse av disse arealene er avgjørende for å bidra til de landbrukspolitiske mål. Konsekvensene av å nedskalere produksjon av rødt kjøtt er stor for Telemark, da fylket har relativ mye spesialisert kjøttproduksjon, og relativ få melkekyr. Allerede i dag er Telemark en av fylkene med lavest antall beitedyr per daa.",30.01.2024
Statsforvalteren i Vestfold og Telemark,"Globale klimaendringer betyr at det blir mer og mer vanskelig å produsere mat i store deler av verden (pga. mer ekstremvær og mangel på vann). Norge har forutsetninger til å kunne produsere mer mat i framtida, og kan dermed bidra til å produsere mat til en økende verdensbefolkning. Dette er et perspektiv som vi savner i utvalgets anbefalinger.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Annet,30.01.2024
Statsforvalteren i Vestfold og Telemark,"Utvalget drøfter muligheten for «å endre kommuneloven slik at det blir lovpålagt å utarbeide og vedtak klimamål med en tilhørende plan med tiltak for å kutte utslipp og øke opptak i tråd med målet, og et klimabudsjett som gjelder utslipp innenfor kommunens geografiske område» (s230). I et slikt tilfelle er det viktig å sørge for at det nye lovkravet utformes slik at man unngår at kommunene må gjennomføre tiltak der kostnadene varierer betydelig mellom kommunene. Dette vil være uheldig på flere måter. Det vil ikke være en kostnadseffektiv måte å redusere klimautslipp på. Det vil også kunne oppleves urimelig for kommunene, og dermed svekke legitimiteten til lovkravet.",30.01.2024
Statsforvalteren i Vestfold og Telemark,Med hilsen,30.01.2024
Statsforvalteren i Vestfold og Telemark,fungerende statsforvalter i Vestfold og Telemark,30.01.2024
Statsforvalteren i Vestfold og Telemark,Fred-Ivar Syrstad,30.01.2024
Statsforvalteren i Vestfold og Telemark,Dokumentet er elektronisk godkjent,30.01.2024
Stavanger kommune,"Stavanger kommune vil berømme utvalget for en pedagogisk og gjennomarbeidet utredning, og gir sin tilslutning til hovedkonklusjonene i NOU 2023:25. Stavanger kommune mener utredningen er egnet til å danne grunnlag for en nasjonal politikk som bedre støtter opp om de norske klimamålene.",12.02.2024
Stavanger kommune,"Gitt den høye kvaliteten på utvalgets arbeid, savner vi en mer konkret omtale av kommunenes rolle. Stavanger ønsker en helhetlig og konsekvent klimapolitikk med sektorovergripende økonomiske ordninger som gir forutsigbare vilkår for omstilling i regionen.",12.02.2024
Stavanger kommune,Stavanger kommune ønsker insentiver for utslippsreduserende tiltak innen eksisterende drift i olje- og gassvirksomhet. Gassturbiner står for 80% av næringens utslipp og 20% av Norges samlede utslipp. Effektivisering av eksisterende gassturbiner vil derfor ha betydelig effekt på Norges samlede klimagassutslipp.,12.02.2024
Stavanger kommune,"Kommuner som går foran og setter seg mål om store og forpliktende utslippskutt, trenger støtte fra staten i form av et utvidet virkemiddelapparat og langsiktige insentivordninger. Skal vi lykkes med å stanse klimaendringene, må byene gå foran. Stavanger, Trondheim og Oslo er de tre norske byene i programmet med Mission Cities der 112 europeiske byer har mål om å bli klimanøytrale innen 2030. Stavanger kommune mener det er viktig at staten legger til rette for at vi lykkes. Staten må bidra med både økonomiske ressurser og kompetanse.",12.02.2024
Stavanger kommune,"Utvalget viser flere eksempler på at sektorvis forvaltning av ressursgrunnlaget drar oss i ulike retninger. Dette gjør klimaarbeidet mindre effektivt, og i verste fall feilslått. Vi ber om at staten framover støtter opp om kommunenes klimaarbeid ved å harmonisere sektorlovene med nasjonale klima-, natur- og energimål. Kravene i naturavtalen må innarbeides i lovverket, og gjelde for statens prioriteringer, så vel som for kommunene. Sektorlover som kan ha betydning for omstillingen til lavutslippssamfunnet må gjennomgå «klimavask».",12.02.2024
Stavanger kommune,"Særlig etterlyser vi en gjennomgang av virkemiddelapparatet i plan- og bygningsloven, og ber departementet om å iverksette endringer slik at kommunene får bedre redskap for å gjennomføre utslippskutt i tråd med UFF-prinsippet (Unngå, Flytte, Forbedre).",12.02.2024
Stavanger kommune,"Bevaring av karbonlagrene i naturen er avgjørende for å nå klimamålene. Kommunen har gjennom rollen som planmyndighet ansvar for å begrense tap av natur og bidra til bevaring av naturens karbonlagre. UFF-prinsippet blir sentralt i «planvask» ved rullering av kommuneplanens arealdel, og ved oppdatering av reguleringsplaner. Stavanger kommune ber om at departementet oppretter en ordning for juridisk bistand til kommunene ved slik «planvask».",12.02.2024
Stavanger kommune,"Det må i større grad legges til rette for kompetanseutvikling for en arbeidsstyrke innen grønne og bærekraftige næringer. Utdanningssektoren – særlig universitetene – har en nøkkelrolle som leverandører av kritisk kompetanse. Universitetenes rammevilkår må styrkes, og det må legges til rette for å rekruttere dyktige studenter, både fra Norge og fra andre land.",12.02.2024
Stavanger kommune,"Utvalget viser til byvekstavtalene og anbefaler utprøving av avtaler med ulike typer kommuner for å nå Norges klimamål. Stavanger kommune mener staten bør forsterke samarbeidet med kommunene og regionene, for å realisere grønn verdiskaping og omstilling i hele landet. I tillegg til avtaler bør det vurderes om enklere belønningssystem kan innføres slik at kommunene kan få belønningsmidler for reduserte utslipp og ivaretakelse og restaurering av natur.",12.02.2024
Stavanger kommune,Stavanger kommune har en rekke hurtigbåter som trafikkerer mellom øyene i vår kommune og region på oppdrag for Rogaland fylkeskommune. Erfaringene av at vår region fikk verdens første elektriske hurtigbåt høsten 2022 er at ny teknologi kan medføre noen utfordringer i starten. Det er dermed viktig at staten stiller opp med god støtte til investeringer i og utvikling av nullutslippshurtigbåter og ladeinfrastruktur slik at innbyggerne på våre øyer får et like godt tilbud også i framtiden.,12.02.2024
Stavanger kommune,"Som energihovedstaden i Norge støtter ikke Stavanger kommune utvalgets anbefaling av stopp i letevirksomhet uten direkte tilknytning til eksisterende infrastruktur. Stavanger kommune støtter at det fortsettes å lete i allerede åpne områder på sokkelen for å sikre at Norge fortsatt kan være en stabil og pålitelig leverandør av energi til Europa. Det vil fortsatt være behov for olje og gass i energimiksen i 2050 og innenfor Parisavtalens rammer. Norge har gode forutsetninger for å fremskaffe dette med lavest mulig utslipp. Stavanger kommune vil støtte at det lages en plan for å utvikle de nye næringene innen fornybare energibærere og -former, som havvind og hydrogen.",12.02.2024
Stig Eidesmo,"1. Norsk skog må regnes med i CO2-regnskapet, slik som i EU.Norske skoger tar opp 47 prosent av det samlede karbonutslippet, ifølge SSB.Norske skoger hadde et opptak av CO2-ekvivalenter på 23,3 millioner tonn i 2019, viser tall fra Miljødirektoratet. Til sammenligning ble det i 2020 i alt sluppet ut 49,3 millioner tonn CO2-ekvivalentar i Norge, viser statistikken «Utslipp til luft». De siste 30 årene har karbonlagring i skog økt med 43 prosent i Norge. Inkludert norskekystens tareskog er vi da allerede klimanøytrale i forhold til 2050-målet.",28.02.2024
Stig Eidesmo,"Klimautvalget skriver: «For Norge ville det å inkludere hele opptaket fra skog- og arealbruk i dagens 2050-mål innebære en vesentlig svekkelse i ambisjonsnivå for utslippsreduksjoner.»Begrunnelsen for å ikke inkludere skogen har altså med ambisjonsnivået å gjøre.Det mener vi er et merkelig argument, særlig når man tar med at utslippskutt blir dyrere jo renere energimiksen i landet er.Prisen for å ha et høyt ambisjonsnivå er altså veldig høy.Og merk altså at hvis Norge hadde gjort som EU og tatt med skogen i CO2-regnskapet, hadde vi allerede vært klimanøytrale i forhold til 2050-målet, dvs. at vi allerede ER et lavutslippssamfunn pr. i dag.",28.02.2024
Stig Eidesmo,"2. Det blir feil å peke på Norges manglende utslippskutt etter 1990 i forhold til land som på det tidspunktet hadde mye kullkraft i energimiksen sin, og som fortsatt har det. Norge har verdens nest reneste energimiks etter Island.",28.02.2024
Stig Eidesmo,"3. To mye benyttede uttrykk i politikken er «kost-nytte» og «samfunnsøkonomisk forsvarlig.»Dagens satsing på og prioritering av klimatiltak, kommer ikke inn under noen av disse begrepene, som er helt fraværende i klimasaken.Det finnes ikke gode grunner for å bruke de summene vi pr. dags dato bruker for å redusere små utslipp til null. Utslippskutt må foretas der det monner mest og man får mye for pengene, noe som henger bedre sammen med disse begrepene.",28.02.2024
