actor,paragraph,date
Aurskog-Høland kommune,Figur 4: Energibalanse etter forbrukergrupper (2021) i Aurskog-Høland (kilde: SSB/Akershus fylkeskommune). ,29.02.2024
Aurskog-Høland kommune,"Lokalt for Aurskog-Høland ser vi av utviklingen innen energiforbruket at det har gått noe opp totalt sett, og at for forbruk av elektrisitet har gått opp. Forbruket av oljeprodukter går ned. Dette er en ønsket trend. Kommunen er med i flere arbeider sammen med nettselskap, fylkeskommuner og FoU-aktører som sammen gir kunnskapsgrunnlag for framtidens energisystem. Et kunnskapsgrunnlag som Aurskog-Høland kommune ønsker å bruke til å avklare arealbruk til produksjon av fornybar energi. ",29.02.2024
Aurskog-Høland kommune,"Hvordan kan NOU 2023:25 brukes? Med de naturgitte forutsetningene Aurskog-Høland har, med NOU 2023:25 Omstilling til lavutslipp – Veivalg for klimapolitikken mot 2050 som viktig utgangspunkt og veiledning i samfunnsplanleggingen videre, samt med den kunnskapen vi har og vil skaffe oss lokalt om naturressursenes verdi, kostnadene ved endret arealbruk og energiforbruk og -behov, kan Aurskog-Høland kommune ta ansvar og rolle i framtidens areal- og naturressursforvaltning. Vi kan vise hvordan vi både kan sikre lagring og opptak av karbon, og samtidig produsere fornybar energi. ",29.02.2024
Aurskog-Høland kommune,"Aurskog-Høland kan vise vei for Norges kommuner i bærekraftig naturforvaltning, og samtidig være med å produsere fornybar energi. På den måten kan Aurskog-Høland kommune være den moderne og framtidsrettede kommunen vi ønsker å være, for å skape og legge til rette for et godt sted å bo, leve og arbeide. Det betinger at vi setter verdi på intakt natur, kostnadsberegner effektene av endret arealbruk og tar i bruk allerede brukte arealer mer effektivt og bedre. ",29.02.2024
Aurskog-Høland kommune,"Økonomiske vurderinger: Omstilling av samfunnet til lavutslipp og basert på kretsløpstankegang vil koste, men det vil også gi besparelser. NOU 2023:25 vil være underlag for stortingsmelding om temaet. NOU´n det her er snakk om er både et verktøy og beslutningsgrunnlag, og kan brukes som et verktøy og veiledning i samfunnsplanleggingen. Dette vil i seg selv ikke koste noe. ",29.02.2024
Aurskog-Høland kommune,Miljømessige konsekvenser: Ikke aktuelt. ,29.02.2024
Aurskog-Høland kommune,"Konsekvenser for barn og unge: Å legge til rette for et samfunn med lavt klimagassutslipp, som er tilpasset klimaendringene og tar vare på natur er kun positivt for oppvoksende og kommende generasjoner. ",29.02.2024
Aurskog-Høland kommune,Alternativer og konsekvenser: Ikke aktuelt. ,29.02.2024
Aurskog-Høland kommune,"Konklusjon: Aurskog-Høland kommune sender høringsuttalelse som gir en støtte til utredningen som Klimautvalget har gjort, og tar NOU 2023:25 med seg som veiledning i kommuneplanprosessen. Saksframlegget vedlegges høringsuttalelsen. ",29.02.2024
Aurskog-Høland kommune,Saksopplysninger (utfyllende) – Høring NOU 2023:25 Omstilling til lavutslippssamfunnet 20 50 ,29.02.2024
Aurskog-Høland kommune,"Aurskog -Høland kommune er i startfasen av rullering av kommuneplanen. Hva slags samfunn vi skal ha i 2050 vil vi kunne legge forutsetningene for i ny kommuneplan. Hvordan Aurskog -Høland skal ta ansvar og posisjon innen spesielt areal - og naturressursforval tning (inkl. fornybar energi), er grunnleggende problemstillinger. Klimautvalgets NOU 2023:25 gir en helhetlig og pedagogisk framstilling av bakgrunnen for, situasjonen i dag og konkret veiledning for muligheter og endringer i samtlige sektorer. Norges klimalov har et overordna formål om lavutslippssamfunn innen 2050, noe som betyr at klimagassutslippene må reduseres med 90 -95 % jamført med utslippsnivået i 1990. ",29.02.2024
Aurskog-Høland kommune,"Lavutslippsstrategien til Norge (vedlegg i Prop. 1 S 2019 -2020) skisserer følgende fire hovedtrekk for lavutslippssamfunnet i 2050: - Et samfunn med lave utslipp i alle sektorer - Areal, skog og ressurser blir forvalta på en bærekraftig måte som legger til rette for høyt opptak og lave utslipp. Våre arealer lagrer karbon og forsyner oss med materialer, mat og energi - Et grønt næringsliv med lave utslipp av klimagasser - Byer og lokalsamfunn legger til rette for lave klimagassutslipp og gode levekår for innbyggerne ",29.02.2024
Aurskog-Høland kommune,"I august 2021 ble det oppnevnt et Klimautvalg for å, med bakgrunn i lavutslippsstrategien, gjøre en helhetlig utredning av hvilke veivalg Norge står ovenfor for å nå målet om å bli et lavutslippssamfunn innen 2050 slik klimaloven fastsetter. ",29.02.2024
Aurskog-Høland kommune,"I oktober 2023 la et enstemmig utvalg fram NOU 2023:25 Omstilling til lavutslipp – Veivalg for klimapolitikken mot 2050 . Selve lanseringen av NOU´n kan sees her (utvalgsleders presentasjon starter 25:35 ut i filmen, og er en grundig og lettfattelig gjennomgang på drøye 25 minutter). ",29.02.2024
Aurskog-Høland kommune,Utredningen om veien til lavutslippssamfunnet har nær sammenheng med utredningen om fornybar energi som Energikommisjonen la fram våren 2023 (NOU 2023:3 Mer av alt – raskere ). Aurskog - Høland kommune behandlet og sendte høringsinnspill på denne også. ,29.02.2024
Aurskog-Høland kommune,"Klimapolitikken nasjonalt er basert på følgende prinsipper: - Forurenser betaler - Effektive virkemidler - Støtte til teknologiutvikling - Globale effekter er avgjørende - Et lavutslippssamfunn, ikke et lavinntektssamfunn ",29.02.2024
Aurskog-Høland kommune,"Rammevilkårene for en omstilling til lavutslippssamfunnet må baseres på best tilgjengelig kunnskap. Denne kunnskapen er i stadig utvikling. Et godt kunnskapsgrunnlag er ikke bare viktig for at politikken skal gjennomføres på så effektiv måte som mulig, men vil også tjene til å redusere uvisshet og sette oss i bedre stand til å gjennomføre omstilling fram mot et lavutslippssamfunn og håndtere klimarisiko. Arbeidet til FNs klimapanel , blant annet spesialrapportene om 1,5 graders global oppvarming og om landareal, samt kommende sjette hovedrapport, blir sett på som det beste tilgjengelige kunnskapsgrunnlaget for klimapolitikken. ",29.02.2024
Aurskog-Høland kommune,"Omstilling til et lavutslippssamfunn forutsetter at klimapolitikken forsterkes: - Klimapolitikkens troverdighet må styrkes, det er for stort misforhold mellom uttalte ambisjoner og vedtatte tiltak og virkemidler - Klimapolitikken må favne bredere , det er ikke nok å arbeide for å redusere klimagassutslipp fra norsk territorium og det er vesentlig at klimapolitikken sees i sammenheng med naturforvaltningen og politikk for bærekraftig arealbruk både på land og til havs - Klimapolitikken må legge mer vekt på langsiktige hensyn , det må i større grad legges vekt på varig omstilling til nullutslipp - Klimapolitikken må understøttes av et beslutningssystem som er bedre tilpasset målet om omstilling av hele samfunnet ",29.02.2024
Aurskog-Høland kommune,"En målrettet omstilling til lavutslippssamfunn må starte nå. Aurskog -Høland kommune har hatt en kommunal klimaplan om « Veien til lavutslippssamfunnet » siden 2009 (revidert utgave fra 2018). Planlegging, beslutninger og mål skal være i tråd med hvor samfunnet skal være i 2050. Det er kun drøye 25 år til 2050, og jo flere feil beslutninger som tas og investeringer som gjøres i feil retning, desto tyngre og bråere blir omstillingen. Ekstremværet sommeren 2023, både i Norge og resten av verden, er en påminnelse om at det haster å gjennomføre en mer virkningsfull klimapolitikk. ",29.02.2024
Aurskog-Høland kommune,"Klimautvalgets hovedanbefalinger: - Alle beslutninger som tas i dag må baseres på et mål om at så godt som alle klimagassutslipp i Norge må være fjernet for godt innen 2050. Norsk klimapolitikk må vektlegge varig omstilling til nullutslipp og tempoet i omstillingen må økes - All politikk og alle beslutninger må tas i utgangspunkt i at alle ressurser er knappe - Arealpolitikken må begrense tap av natur og bidra til bevaring av naturens karbonlagre - Det må koste mer å slippe ut - Det må være en bred tilnærming til virkemiddelbruk hvor juridiske, økonomiske og pedagogiske virkemidler brukes - Planer og beslutningssystemer må ta utgangspunkt i at Norge skal være et lavutslippssamfunn i 2050 - Det må på en systematisk måte tas hensyn til hvordan norsk politikk virker på andre lands mulighet til omstilling - Norge er avhengig av tett samarbeid med EU om klimapolitikken ",29.02.2024
Aurskog-Høland kommune,"NOU 2023:25 er delt inn i fire ho veddeler: - A – om utgangspunktet for omstillingen - B – om en bred omstilling; usikkerhet og rettferdighet, energisystemer, arealer og natur, matsystemet, transport og mobilitet, økonomisk aktivitet, velferd og sirkularitet, innovasjon o g næringsstruktur, Norges fotavtrykk og petroleumssektoren - C – veivalg og virkemidler - D – organisering for lavutslippssamfunnet ",29.02.2024
Aurskog-Høland kommune,"Dagens totale klimagassutslipp i Norge er på 50 millioner tonn, og for å nå klimalovens målsetning om å bli et lavutslippssamfunn i 2050 må disse utslippene ned til kun 2,5 – 5 millioner tonn. Det er en formidabel jobb som må gjøres på de neste drøye 25 år ene, en jobb som har startet men på langt nær er satt ordentlig fart på (figur 1). ",29.02.2024
Aurskog-Høland kommune,Figur 1: Illustrasjon som viser dagens klimagassutslipp i Norge mot utslippene vi må ha i 2050 (kilde: NOU 2023:25). ,29.02.2024
Aurskog-Høland kommune,"Historiske klimagassutslipp har ikke gått spesielt ned fra 1990 til i dag, og må reduseres betydelig innen 2050 (figur 2) .  Figur 2: Utviklingen av klimagassutslipp fordelt på sektorer fra 1990 til i dag, og visning av hvor mye utslippene må ned innen 2050 (kilde: NOU 2023:25). ",29.02.2024
Aurskog-Høland kommune,Man kan at arbeidet må gjøres for å tilrettelegge for lavutslipps – eller kretsløpssamfunn er disse to delene: 1. fase ut bruk av fossil energi og 2. styrke opptaket av/fangst av karbon. Figur 3 nedenfor illustrerer ulike former for fangst og lagring av ka rbon. ,29.02.2024
Aurskog-Høland kommune,"Figur 3: Forklaring av forskjellen på den formen for karbonfangst og -lagring som hindrer nye utslipp, og de formene som fjerner karbon som allerede er sluppet ut (kilde: NOU 2023:25). ",29.02.2024
Aurskog-Høland kommune,"Klimautvalgets rapport tar for seg alt, det er likevel grunn for å trekke fram spesielt energisystemet og arealer/natur (Del B, hhv. kap. 5 og 6). For naturressurskommunen Aurskog -Høland er dette aktuelt. Det er hevet over tvil at det ikke er mulig å nå klimamålene uten en omstilling av energisystemet.",29.02.2024
Avfall Norge,"Avfall Norge viser til høringsforslaget om omstilling til lavutslipp - Veivalg for klimapolitikken mot 2050 - rapport av Klimautvalget 2050, og har innspill til forslaget. Avfall Norge påpeker at våre innspill om sirkulær omstilling i denne sammenheng er begrenset til omfanget av utvalgets mandat, dvs omstilling mot et klimamål. Sirkulær omstilling er en nødvendighet med viktighet og effekter langt ut over ""bare"" klimaomstilling. Politikk for sirkulær omstilling vil overordnet derfor kreve enda sterkere virkemidler og tiltak enn det som isolert sett er relevant for klimaomstilling.",27.
Avfall Norge,"Avfall Norge støtter følgende av utvalgets anbefalinger i kapittel 9.6 om sirkulærøkonomi som bidrag til å løse klimakrisen, slik de er skrevet: - Politikken vektlegger velferd mer enn materiell velstand, samt tar utgangspunkt i at ressurser er knappe og at det derfor er nødvendig med en mer sirkulær økonomi. - Den økonomiske politikken gjøres konsistent med overgang til et lavutslippssamfunn. Perspektivmeldingen bør inneholde analyser som viser i hvilken grad fremskrivninger av økonomisk vekst er konsistente med målsettingen om reduserte klimagassutslipp og en mer sirkulær økonomi. - Skatteutvalgets anbefaling om en bred utredning av virkemidler for en mer sirkulær økonomi følges opp. En slik utredning bør vurdere et bredt sett av virkemidler, også utover skatte og avgiftssystemet, som kan bidra til en mer sirkulær økonomi. - Arbeidet for en mer sirkulær økonomi videreføres med full styrke og at barrierer som bremser nye løsninger knyttet til mer effektiv arealutnyttelse og mer sirkularitet i bygg- og anleggsbransjen, i klesbransjen, i elektronikkbransjen, i matsystemene og i avfallsbransjen bygges ned. Bruk og ombruk av eksisterende bygningsmasse er sentralt, for å begrense materialbruk, arealbeslag til nybygg og utnytte eksisterende infrastruktur. Regulatoriske og økonomiske virkemidler bør bidra til å vri investeringer fra nybygging til drift og vedlikehold av eksisterende bygg og infrastruktur.",27.
Avfall Norge,"Avfall Norge støtter også, men ønsker å utdype innspill til følgende av utvalgets anbefalinger i kapittel 9.6: - Det etableres nasjonale beregninger og indikatorer over hvor sirkulær den norske økonomien er, som ser hen til EUs indikatorarbeid, og som kan gi grunnlag for å sette nasjonale mål for hvor sirkulær økonomien skal være i 2050.",27.
Avfall Norge,"Bærekraftsdirektivets utkast til standarder for rapportering representerer per i dag 1178 datapunkter. Omfanget av informasjonspliktige virksomheter vil øke trinnvis de nærmeste årene, til å også inkludere SMBer. Behovet for automatisert og enkel tilgang til informasjon om blant annet ressursbruk vil dermed øke dramatisk. Offentlig sektor vil bli påvirket gjennom verdikjedens krav om informasjon, eksempelvis data fra offentlige avfallsanlegg om mengder og behandlingsmåter som gjelder for ulike typer levert avfall (se standard E5, rapporteringskrav E5-5, kriterium 38).",27.
Avfall Norge,"Digital infrastruktur for effektiv og standardisert informasjonsflyt om bærekraftsdata, både om klimarelaterte forhold og sirkulære forhold, bør utvikles gjennom samarbeid mellom offentlig og privat sektor. Indikatorer om sirkularitet for nasjonal økonomi bør fremkomme som del av et større IT-økosystem der også virksomheter og regioner kan følge opp sin status på sammenlignbar måte. DiBKs oppdrag og arbeid med å etablere regler for felles IT-arkitektur for digitale byggesaker (Fellestjenester BYGG) er et godt eksempel på hvordan staten kan gå foran for rigging av digitale plattformer.",27.
Avfall Norge,"Avfall Norge utdypet en rekke øvrige momenter i innspill til regjeringens digitaliseringsstrategi. Avfall Norge mener det må skapes et marked for resirkulerte råvarer og sirkulære produkter Et velfungerende marked for resirkulerte råvarer og sirkulære produkter forutsetter at det er økonomisk lønnsomt å bruke resirkulerte råvarer, enten som følge av krav og/eller som følge av at resirkulerte varer er billigere eller mer attraktive enn alternativene. Det forutsetter også at resirkulerte råvarer og sirkulære produkter er tilgjengelige i ønsket omfang og kvalitet. Avfall Norge mener det særlig må sikres et felles nordisk regelverk. For at materialgjenvinning skal bli effektivt og lønnsomt må det tenkes stort og industrielt, og det trengs betydelige investeringer i teknologi og anlegg. Hver for seg er de nordiske landenes markeder små, men samlet kan vi gjøre Norden til en ledende region for sirkulærøkonomi. Det vil også skape grønne jobber, teknologiutvikling og eksportmuligheter.",27.
Avfall Norge," Avfall Norge mener det er uheldig at Norge grunnet administrasjon i EØS-avtalen henger etter EU-land med tanke på implementering av regelverk. Intervallet fra vedtak i EU til implementering i Norge bør reduseres betydelig for å sikre norsk konkurranseevne i den grønne omstillingen. Avfall Norge mener at klimakrav, med spesifiserte minimumskrav til ombruk av byggevarer, må innføres i byggteknisk forskrift (TEK 17). Minimumskrav for ombruk bør rettes mot de mest klimaintensive byggevarene. For nybygg bør dessuten betydelig større omfang av byggevarer være obligatorisk å inkludere i klimaregnskap, eksempelvis tekniske installasjoner (bygningsdel 3-6) og grunnarbeider / utomhusmaterialer (hele bygningsdel 2 og 7).",27.
Avfall Norge,"Dette må samtidig kombineres med innføring av informasjonsplikt (innleveringsplikt) for miljødokumentasjon i byggesaksbehandling, dvs endring av saksbehandlingsforskriften (SAK 10) §5-4 / 5-5. Tilgang på informasjon om ombrukskartlegginger er en forutsetning for utvikling av et fungerende ombruksmarked og økosystem av levedyktige tjenesteleverandører på nasjonal skala.",27.
Avfall Norge,"Avfall Norge påpeker at Norge må øke innsamlings- og gjenvinningsgraden på en rekke områder. EU har satt mål om at 65 prosent av husholdningsavfall og husholdningslignende næringsavfall skal forberedes til ombruk eller materialgjenvinnes i 2035. Dette målet gjelder også for Norge, men vi er foreløpig langt unna. Se Avfall Norges hjemmesider for visualisering av status.",27.
Avfall Norge,"Det er imidlertid viktig i et klimaperspektiv at kun forbrenning av fossilholdig plast i avfall har direkte innvirkning på Norges nasjonale klimaregnskap. Nåværende politikk og vurdering fra Miljødirektoratet er at økt utsortering av plast vil inntreffe uten ytterligere virkemidler. Avfall Norge er sterkt uenig i denne vurderingen, og etterlyser virkemidler og insentiver til økt utsortering og materialgjenvinning av plast.",27.
Avfall Norge,"Vi oppnår ikke reduksjon i utslipp av klimagasser fra avfallsbehandling før vi bruker virkemidler som reduserer mengdene avfall, øker utsorteringen eller gjør karbonfangst lønnsomt. Avfall Norges medlemmer er allerede i gang med å planlegge eller bygge dyre karbonfangstanlegg, og det er derfor viktig med like konkurransevilkår i markedet for at disse karbonfangstanleggene skal bli realisert.",27.
Avfall Norge,"Når en avgift uten effekt kraftig reduserer anleggenes lønnsomhet og skaper usikkerhet om markedssituasjonen, så vil det utvilsomt påvirke investeringsbeslutningen om karbonfangst. Legg derfor til rette for like konkurransevilkår i et internasjonalt marked, slik at anleggene er i en økonomisk posisjon til å konkurrere om å behandle norskt restavfall i Norge. Avfall Norge ber derfor partiene gå inn for å fjerne avgiften på avfallsforbrenning i sin helhet, og heller fokusere på tiltak som sørger for at mindre fossilt avfall går til forbrenning.",27.
Avfall Norge,"Avfall Norge påpeker at i motsetning til klimaomstillingen, så er sirkulær omstilling i betydelig større grad bygget på endring av forretningsmodeller, samarbeidsformer og verdikjedestrukturer. Endring av forretningsmodeller vil kreve en helt annen form for innovasjon enn tradisjonell lineær verdiskaping.",27.
Avfall Norge,Dette gjør at det er betydelig større behov for økonomisk støtte i oppskaleringsfasen av nye sirkulære tjeneste- og forretningsmodeller enn for tradisjonelle lineære løsninger. Virkemiddelapparatet må derfor også omstilles til å kunne underbygge økonomisk bærekraftig omstilling i tillegg til miljømessig bærekraftig klimaomstilling (“trippel bunnlinje”).,27.
Avfall Norge,"Økt og endret virkemiddelapparat for sirkulær omstilling (som også utløser lavutslippsomstilling) bør derfor ses på som et minimum for å utløse omstilling som feier for egen dør, ikke som en del av et “kappløp”.",27.
Avinor,"Høringssvar - NOU 2023: 25 Omstilling til lavutslipp Vi viser til Klima- og miljødepartementets høringsbrev av 31. oktober 2023, vedlagt utredningen «Omstilling til lavutslipp – Veivalg for klimapolitikken mot 2050» (NOU 2023: 25). Avinor takker for muligheten til å komme med innspill. Høringsinnspillet sendes via Samferdselsdepartementet, jf. departementets brev av 6. november 2023. Avinor støtter utvalgets hovedvurderinger om at omstillingen til et lavutslippssamfunn må starte nå. Dette er i tråd med hva Avinor spilte inn i svar på oppdrag i forbindelse med departementenes arbeid med stortingsmelding om Nasjonal transportplan (NTP) 2025-2036. Avinor ønsker å fremheve fire hovedområder i høringsinnspillet: - Luftfart - i dag og som del av fremtidens bærekraftige transportsystem - Behov for helhetlige tiltak for omstilling av luftfarten - Tilgang til energi som rammebetingelse for omstilling av transportsystemet - Behov for strategisk mobilitets- og transportplanlegging på tvers ",26.01.2024
Avinor,Områdene vil bli nærmere gjort rede for i det følgende. ,26.01.2024
Avinor,"Luftfart - i dag og som del av fremtidens bærekraftige transportsystem Norge er et langstrakt land med spredt bosetting og store avstander, og med en lokalisering i utkanten av Europa. Samtidig er den norske økonomien åpen og internasjonalt orientert. Et godt transporttilbud for personer og gods er avgjørende for bosetting og næringsvirksomhet i hele landet. For utenlandsreiser er flyet totalt dominerende. På grunn av store geografiske avstander finnes det i mange tilfeller ikke alternativer til luftfart, og Norge er mer avhengig av flytransport enn de fleste andre land. Som det kommer frem av KVU Nord-Norge har flytilbudet og kortbanenettet særlig stor betydning for persontransporten i Nord-Norge. Landsdelen er langstrakt, og de lange avstandene gjør at kortbanenettet er en viktig del av kollektivtilbudet. Dette gjelder særlig Finnmark. Hele 95 prosent av befolkningen i Nord-Norge har tilgang til en flyplass innenfor 90 minutters biltur 1 . Videre spiller luftfarten en viktig rolle i forhold til samfunnssikkerhet og beredskap og Avinor ivaretar en viktig rolle innenfor totalforsvaret.",26.01.2024
Avinor,"Luftfarten er arealeffektiv og i Norge er infrastrukturen for luftfart godt utbygget, med god kapasitet i lang tid fremover. Avinors nettverk av lufthavner og øvrige lufthavner utenfor Avinor bidrar til god tilgjengelighet i hele landet og til internasjonale destinasjoner. ",26.01.2024
Avinor,"Utviklingen av null- og lavutslippsløsninger for flytrafikken har skutt fart de senere årene, men sektoren er krevende å avkarbonisere med lange utviklingsløp. Bransjen har opplevd en gradvis forbedring av fly- og motorteknologi, slik at utslipp målt per setekilometer er betydelig redusert. Men det er også klart at det må nye teknologiske løsninger på plass for at utslippene fra luftfarten skal reduseres i tråd med målene i Paris-avtalen. Man kan per i dag ikke peke på én teknologi eller én type drivstoff som fremtidig fossilfri løsning for luftfarten, og det er mulig at flere løsninger må tas i bruk for å dekke behovet i ulike segmenter av markedet.",26.01.2024
Avinor,"Bærekraftig flydrivstoff (Sustainable Aviation Fuel – SAF) ble sertifisert til bruk i sivil luftfart i 2009, og kan benyttes i eksisterende flymotorer og infrastruktur. SAF er den eneste fossilfrie løsningen som er tilgjengelig i dag, og den eneste løsningen for de lange flygningene – trolig også på lengre sikt.",26.01.2024
Avinor,Null- og lavutslippsluftfartøy er under utvikling og det er i grove trekk tre teknologispor som følges: - Helelektriske fly (batterielektrisk og brenselcelle) - Hybridelektriske fly - Fly der hydrogen forbrennes direkte i tilpassede motorer/gassturbiner,26.01.2024
Avinor,"Det er mye som tyder på at små null- og lavutslippsluftfartøy kan være tilgjengelige i markedet fra slutten av 2020-tallet, og at større maskiner vil bli tilgjengelige fra midten av 2030-tallet. Det er imidlertid viktig å påpeke at det ikke er noen garanti for at det blir utviklet fly som er godt egnet for bruk under norske værforhold, og som kan benytte 800-meters rullebaner. Det er også usikkert når teknologiene fases inn, i hvilke segmenter, og i hvilket omfang. Avinors oppfatning er derfor at dette krever en fleksibel og skalerbar tilnærming som bidrar til å dekke markedets behov, men som også stegvis tar inn stadig økende teknisk/operativ modenhet og dermed reduserer risikoen for feilinvesteringer.",26.01.2024
Avinor,"Både økt innfasing av SAF og omstillingen til null- og lavutslippsluftfartøy, vil ha stor påvirkning på hele luftfartens økosystem. Det tar også tid å etablere verdi- og logistikkkjeder for nye energibærere. Det vil bli behov for økt tilgjengelighet av kraft i hele landet, og som for klimaløsninger i andre sektorer vil det være behov for langsiktig og forutsigbar virkemiddelbruk.",26.01.2024
Avinor,"Målet for transportpolitikken er et effektivt, miljøvennlig og trygt transportsystem i hele landet i 2050. De ulike transportformene har ulike fortrinn og spiller derfor ulike roller for å skape tilgjengelighet, i ulike deler av landet. Avinor er av den oppfatning at UFF-rammeverket på nasjonalt nivå i Norge kan bli noe unyansert da det en rekke steder ikke eksisterer alternativer til luftfart innenfor rimelig tids- og ressursbruk. I et land som Norge bør fokus på overordnet nivå derfor være å utnytte fortrinnene til de ulike transportformene alene eller som et sammenhengende system, både med dagens teknologi og fremtidig teknologisk handlingsrom, fremfor hvilken transportform som skal prioriteres eller unngås. For eksempel er det i Sverige satt i gang en utredning hvor en skal se nærmere på mulighetene for å innlemme null- og lavutslippsluftfartøy som del av kollektivtrafikken i Nord-Sverige, som et supplement til landbasert kollektivtrafikk og lettere godstransport. For å skape forutsigbarhet for markedet og gi enda sterkere insentiver til klimavennlige og lønnsomme investeringer også i luftfarten, mener Avinor disse aspektene bør komme tydeligere til uttrykk i kommunikasjonen rundt UFF-rammeverket og utviklingen av fremtidens bærekraftige transportsystem.",26.01.2024
Avinor,"Behov for helhetlige tiltak og virkemidler for omstilling av luftfarten Utvalget trekker frem betydningen av kombinasjon av virkemidler over tid. Dette er en viktig og riktig tilnærming, og er i tråd Avinors innspill til tiltak og virkemidler for omstilling av luftfarten som det fremgår av transportvirksomhetenes svar på klimaoppdraget som del av arbeidet med NTP 2025-2036. I rapporten «Forslag til program for introduksjon av elektrifiserte fly i kommersiell luftfart» fra mars 2020, skrevet av Luftfartstilsynet og Avinor på oppdrag fra Samferdselsdepartementet, ble det anbefalt virkemiddelpakker som skulle stimulere utvikling og innfasing av elektrifiserte fly tilpasset norske forhold.",26.01.2024
Avinor,"Når det gjelder tiltak, har utvalget i sine framskrivninger lagt inn en antakelse om at 30 prosent av luftfarten kan elektrifiseres, og at det resterende vil dekkes med biodrivstoff eller andre alternative drivstoff, men utvalget er ikke konkret på virkemiddelbruk.",26.01.2024
Avinor,"Kvoter og avgifter Norsk luftfart er underlagt flere politiske virkemidler som er direkte eller indirekte klimamotiverte, og Norge er trolig det landet i verden som har implementert flest slike virkemidler for luftfart: EU ETS, CO2-avgift, flypassasjeravgift samt omsetningskrav for biodrivstoff. Samlet proveny fra CO2-avgift og flypassasjeravgift alene var i 2023 i størrelsesorden 3 mrd. kroner. Dette gir politisk handlingsrom. Avinor støtter utvalgets forslag (s 214) om at det bør vurderes å benytte inntekter fra kvotesalg og midler til CO2-priskompensasjonsordningen til omstilling mot nullutslipp i de kvotepliktige virksomhetene, men at Regjeringen også må vurdere om ressurser i nivå med proveny fra CO2-avgiften og flypassasjeravgiften kan benyttes til klimatiltak i luftfarten.",26.01.2024
Avinor,"Luftfarten er fremdeles preget av årene med pandemi, hvor næringen hadde store økonomiske tap. Avgiftene knyttet til luftfarten kan fungere som ett av virkemidlene for å påvirke utviklingen, men da må den samlede skatte- og avgiftsleggingen av luftfarten vurderes samlet. Dette med tanke på å sikre en god geografisk profil, en god klimaprofil og for å sikre et økonomisk bærekraftig avgiftsnivå for flyselskapene. ",26.01.2024
Avinor,"Bærekraftig flydrivstoff I luftfarten vil det være behov for biodrivstoff, elektrodrivstoff og annet flytende drivstoff av drop-in kvalitet også på lang sikt. I vegtransporten vil det være mulighet for å fase ut biodrivstoff og legge om til nullutslippsteknologi for det aller meste av segmentet. Mens biodrivstoff er en midlertidig løsning for veg, er det også en del av det langsiktige behovet for luftfarten. Det er behov for å prioritere biodrivstoff og annet flytende bærekraftig drivstoff til langdistanse luftfart og sjøfart. En gradvis opptrapping av bruk i luftfart bør ledsages av en gradvis nedtrapping (og overgang til nullutslipp) i andre segmenter.",26.01.2024
Avinor,EU har besluttet et felles europeisk omsetningskrav for luftfart fra 2025. Kravet vil i begynnelsen være på 2 prosent og øke hvert femte år fram mot 70 prosent i 2050. Regjeringen kunngjorde i statsbudsjettet for 2024 at Norge vil følge en opptrappingsplan på samme nivå som EU. Dette er ambisiøst og vil kreve etablering av storskala produksjon.,26.01.2024
Avinor,"Norge er godt posisjonert for produksjon av bærekraftig drivstoff, både i form av sidestrømmer fra skogen som kan benyttes inn i neste generasjons biodrivstoffproduksjon, og en høy fornybarandel i nettet som er et godt utgangspunkt for produksjon av elektrodrivstoff (efuels). Men dette er ny teknologi, og det er fremdeles ikke fattet noen investeringsbeslutninger. Stortinget vedtok i behandlingen av luftfartsstrategien i 2023 å be regjeringen legge frem en plan for hvordan Norge kan få en ledende posisjon i produksjon av bærekraftig drivstoff, slik at Norge er godt posisjonert gjennom et industrielt miljø når innblandingskravene blir innført i EU.",26.01.2024
Avinor,"Norge har tatt en ledende rolle internasjonalt når det gjelder innfasing av bærekraftig flydrivstoff (første land med omsetningskrav og første internasjonale hub til å blande biodrivstoff inn i drivstoffanlegget). Norge og norsk luftfart har mulighet til å spille en betydelig rolle i luftfartens grønne omstilling også framover både når det gjelder produksjon og innfasing, men det må skje i et samspill mellom bransjen og myndighetene.",26.01.2024
Avinor,"Virkemidler for fremskyndet innfasing av null- og lavutslippsteknologi Null- og lavutslippsteknologi vil spille en viktig rolle for å kutte utslippene fra luftfarten frem mot 2050. Avinor er av den oppfatning at tiltak og virkemidler i tidlig fase av den teknologiske utviklingen kan bidra til at Norge går foran for å sikre at null- og lavutslippsluftfartøy som utvikles blir tilpasset norske vinterforhold og rullebanelengdene på kortbanenettet. Tiltak for kortbanenettet vil også være et viktig steg på veien mot utvikling av nullutslippsluftfart i større skala globalt. Videre vil grønn omstilling i luftfarten kunne skape nye forretningsområder på områder hvor norsk leverandørindustri besitter verdifull kompetanse, som batterielektriske fremdriftssystemer, ladeinfrastruktur og hydrogenteknologi.",26.01.2024
