actor,paragraph,date
Norges Skogeierforbund,"Forvaltningen av skogen er i dag underlagt lovverk som skogloven, naturmangfoldloven og vannressursloven m.fl. For å bygge opp under det positive miljøarbeidet i skogbruket har Stortinget har vært tydelig på at skoglovens intensjon skal være frihet under ansvar. Det ansvaret har skogbruket selv tatt gjennom å innføre krav til miljøsertifisering av skogbruk.",04.01.2024
Norges Skogeierforbund,"Som ett av få land i verden, er så godt som hele det norske skogbruket miljøsertifisert gjennom den internasjonale skogsertifiseringsordningen PEFC. Globalt er dette tallet til sammenligning rundt 10 %. I sertifiseringen stilles det en rekke krav til skjøtsel og skogsdrift. Kravene i sertifiseringen har lovverket som bunnplanke og er ofte strengere og mer konkrete enn lovverket.",04.01.2024
Norges Skogeierforbund,"Når man skal vurdere om lover og regler fungerer, mener vi det er høyst relevant å se på hvordan skogen i Norge har utviklet seg under gjeldende lovverk. Staten har gjennom Landsskogtakseringen systematisk overvåket tilstanden i den norske skogen siden 1919. Den viser en positiv utvikling for det biologiske mangfoldet de siste 20 årene. Det har blitt langt flere gamle, grove og døde trær i den norske skogen, noe som utgjør viktige livsmiljøer for de sjeldne og truete artene i skogen. Samtidig har omlegging til dagens driftsmetode bidratt til å tredoble volumet med skog i Norge de siste hundre årene. Skogeierforbundet mener at det viser at lov- og sertifiseringskrav virker etter intensjonen.",04.01.2024
Norges Skogeierforbund,"Norsk PEFC skogstandard er utarbeidet av et bredt samarbeid av organisasjoner innenfor skogbruk, miljø og friluftsliv, noe som sikrer en balansering av ulike hensyn og mål. Sertifiseringsstandarden revideres hvert 5. år for å kunne justeres for ny kunnskap. Sertifiseringen har rutiner for avviksrapportering, internkontroller og tredjepartskontroll. Dette bidrar til systematisk jobbing med å rette opp feil og forbedre rutiner. Skogeierforbundet har tro på at dette systemet, som selvfølgelig også skal bygge på et tydelig lovverk i bunnen, er riktig retning for forvaltningen av skogen også for fremtida. Dette underbygges også av Naturpanelet, som peker på sertifisering og miljømerking som et viktig virkemiddel for å stanse tapet av biologisk mangfold.",04.01.2024
Norges Skogeierforbund,"Når det gjelder system for rapportering av utført hogst, vil vi vise til at det finnes rutiner for dette både gjennom lovverket og i sertifiseringen. Ved hogst og salg av tømmer er skogeierne pliktig å sette av en andel av inntektene til eiendommens skogfondskonto. Skogfondsordningen forvaltes av kommunene, som på denne måten har oversikt over hvilke eiendommer som har hatt hogst. Videre settes det krav om sporbarhetssertifisering i Norsk PEFC Skogstandard. I tillegg er det mulig å få informasjon om utførte hogster gjennom bruk av åpent tilgjengelig satellittovervåkning av nye hogstflater fra Global Forest Watch. Næringen jobber med å ta en lignende, forbedret løsning inn i sine kartsystemer.",04.01.2024
Norges Skogeierforbund,"Det finnes altså flere systemer for lokalisering av hogster i dag. Samtidig ser vi at det vil komme strengere krav til lokalisering av hogster gjennom EUs nye avskogingsforordning, som trolig vil bli juridisk bindende for Norge. Skogeierforbundet er derfor positive til å få på plass bedre rutiner for rapportering av gjennomførte hogster, for å sikre tilstrekkelig dokumentasjon i henhold til denne forordningen.",04.01.2024
Norges Skogeierforbund,Uklar effekt av meldeplikt på hogst,04.01.2024
Norges Skogeierforbund,Utvalget mener at hogst i karbonrik gammel skog som ikke har formelt vern bør begrenses. De anbefaler at det innføres meldeplikt på nasjonalt nivå for hogst i områder med biologisk gammel skog.,04.01.2024
Norges Skogeierforbund,"Vi vil igjen vise til utredningen fra 2016, hvor det konkluderes med at skogvern ikke er et effektivt klimatiltak. Vi mener derfor det ikke er faglig grunnlag for å begrense hogst som klimatiltak.",04.01.2024
Norges Skogeierforbund,"Videre er det vanskelig å se at en slik meldeplikt vil ha noen klimaeffekt. En meldeplikt vil imidlertid føre til betydelig økt byråkrati på kommune- og fylkesnivå, som igjen vil påføre staten/skattebetalerne store kostnader. En meldeplikt på hogst i områder med biologisk gammel skog betyr at skogbruket for alle planlagte hogster i slik skog må sende inn en melding om hvor det skal hogges, hvor mye som skal hogges og hvilken miljøkunnskap som ligger til grunn for hogstplanen. Deretter må kommunen vurdere hogstplanen for å se om alle lover og regler er oppfylt. Dette er vurderinger som skogbruket gjør i dag for å oppfylle kravene i sertifiseringen. Vurderingene kontrolleres både gjennom intern og ekstern kontroll, eksempelvis av Det Norske Veritas. En meldeplikt vil dermed påføre det offentlige en ekstra oppgave som allerede gjøres av skogbruket i dag.",04.01.2024
Norges Skogeierforbund,Skogsbilveiene er avgjørende for et klima- og miljøvennlig skogbruk,04.01.2024
Norges Skogeierforbund,"Utvalget peker på at klimaskadelige subsidier trekker i feil retning, og at disse må identifiseres og fjernes. I den forbindelse trekkes støtten til skogsbilveier frem, uten at dette er nærmere begrunnet.",04.01.2024
Norges Skogeierforbund,"Skogeierforbundet vil fremheve at et fungerende skogsbilveinett er en forutsetning for å kunne drive en bærekraftig, klimaoptimal forvaltning av skogen både i dag og i fremtiden. Dagens skogsbilveinett utgjør i dag ca. 50 000 km. Store deler av veinettet er gammelt og bygget slik at det ikke lenger er tilpasset dagens og fremtidens klima. 2/3 av støtten til skogsbilveier går derfor til ombygging og modernisering av eksisterende veier for å forebygge klimarelaterte skader, for å legge til rette for skogsdrift i et endret klima og for mer klimaoptimal tømmertransport.",04.01.2024
Norges Skogeierforbund,"I tillegg bygges det nye veier i skogreisingsstrøk langs kysten for å få tilgang til skogen som ble plantet i etterkrigstida. Behovet for nye skogsveier de nærmeste 30 årene er anslått til 3500 km, noe som vil beslaglegge 0,5 promille av skogbruksmarka. Skogsbilveier er langsiktige og kostbare investeringer for skogeierne, og støtten er avgjørende for å få etablert helhetlige samarbeidsløsninger på tvers av eiendomsgrenser.",04.01.2024
Norges Skogeierforbund,"Bygging av skogsbilveier blir i dag vurdert som avskoging i det nasjonale klimaregnskapet. Svakheten med dette systemet er at det kun rettes fokus mot utgiftssiden i klimaregnskapet, og ikke sammenhengen mellom utslipp, muligheter for økt uttak av tømmer og økt binding som følge av mer aktivt stell av skogen. Et velutbygd skogsbilveinett reduserer utslippsintensiv terrengtransport og potensielle kjøreskader. Det er også grunn til å trekke fram at et velfungerende skogsveinett er avgjørende for å drive en mer differensiert skogbehandling med bruk av lukkede hogstformer.",04.01.2024
Norges Skogeierforbund,Det blir derfor altfor ensidig å konkludere med at støtten til skogsbilveier er klimaskadelig.,04.01.2024
Norges Skogeierforbund,Med vennlig hilsen,04.01.2024
Norges Skogeierforbund,NORGES SKOGEIERFORBUND,04.01.2024
Norges Skogeierforbund,[1] NIBIO-rapport;8(85) 2022 «Skogressurser i Norge: Status og framtidsscenarier»,04.01.2024
Norges Skogeierforbund,[2] Miljødirektoratet rapport M-519 2016 «Vern eller bruk av skog som klimatiltak»,04.01.2024
Norsk Arbeidsmandsforbund,Høringssvar fra Norsk Arbeidsmandsforbund Klimautvalget 2050 NOU 2023: 25Omstilling til lavutslipp: Veivalg for klimapolitikken mot 2050,28.02.2024
Norsk Arbeidsmandsforbund,"Norsk Arbeidsmandsforbund mål er å sikre arbeidsfolks jobb, lønn, arbeidsvilkår og velferd i det grønne skiftet. Det gjør vi ved å støtte opp under utviklingen av nye arbeidsplasser og endringer i dagens produksjon, samtidig som vi i enhver sammenheng påser at arbeidsfolks interesser blir ivaretatt. For å nå klimamålene kreves en samfunns- og næringspolitikk hvor satsingen på arbeidsplasser som fremmer det grønne skiftet intensiveres. Omstillingen må ivareta norsk natur og artsmangfold og de nye løsningene må være bærekraftige i ordets videste forstand.",28.02.2024
Norsk Arbeidsmandsforbund,"Mineralnæringen Mineralnæringen er en forutsetning i utviklingen av ny og bærekraftig teknologi. Datateknologien, batteriene, solcellene, el-bilene og vindmøllene kan ikke fungere uten mineraler. Norsk Arbeidsmandsforbund har som mål at norsk mineralnæring skal bli bærekraftig. Ikke bare når det gjelder klima og natur, men også sosialt bærekraftig. Det er derfor et stort behov for å finne og utvikle nye mineralforekomster for å sikre velstandsutviklingen og overgangen til et grønnere samfunn. Uten sikker og trygg tilgang på kritiske mineraler lykkes vi ikke med å nå målet om et lavutslippssamfunn i 2050.",28.02.2024
Norsk Arbeidsmandsforbund,"Norge har verdier for flerfoldige milliarder kroner i uutnyttede mineralforekomster og har gode forutsetninger for å kunne forvalte disse verdien på en måte som både ivaretar klima, minimaliserer naturinngrep og sikrer norsk økonomi, inntekter og arbeid for fremtidens generasjoner.",28.02.2024
Norsk Arbeidsmandsforbund,"Blant de kritiske råstoffene, der Norge i dag er produsent, sitter på forekomster eller mulige forekomster, finner vi grafitt, sjeldne jordartsmetaller, fosfat, scandium, kobolt, vanadium, titan, magnesium og silisium. I tillegg kan vi bidra med blant annet kobber og nikkel.",28.02.2024
Norsk Arbeidsmandsforbund,"Det må legges til rette for et utstrakt og konkret samarbeid mellom bransjen, myndigheter og andre berørte både nasjonalt og internasjonalt for å nå de mål fremtiden krever av oss.Mangel på kritiske mineraler",28.02.2024
Norsk Arbeidsmandsforbund,"Klimautvalgets utredning legger stor vekt på resirkulering av mineraler og metaller, noe som Norsk Arbeidsmandsforbund stiller seg bak. Klimautvalgets rapport tar imidlertid ikke tilstrekkelig hensyn til mangelen på kritiske mineraler.",28.02.2024
Norsk Arbeidsmandsforbund,"Europa står overfor en betydelig utfordring i å realisere det grønne skiftet og bli et lavutslippssamfunn innen 2050. Ifølge rapporten ""Metals for Clean Energy: Pathways to solving Europe’s raw materials challenge"" vil dette målet kreve 7 til 26 ganger mer sjeldne jordartsmetaller enn det som brukes i dag. Rapporten understreker at Europa, ved å investere nå og løse flaskehalser, kan dekke mellom 40 og 75 prosent av sitt behov for ""grønne"" metaller gjennom gjenvinning innen 2050. Dette betyr imidlertid at resirkulering alene ikke er tilstrekkelig; det er også nødvendig å øke utvinningen av slike ressurser. En balansert tilnærming, som inkluderer både gjenvinning og økt utvinning, vil være essensiell for å sikre tilstrekkelig tilgang til mineraler og metaller som er nødvendige for å nå klimamålene. Anleggsbransjen",28.02.2024
Norsk Arbeidsmandsforbund,"Norsk Arbeidsmandsforbund støtter klimautvalgets anbefaling om å oppdatere relevante regelverk med krav og insentiver til gjenbruk av materialer, gravemasser og vedlikehold av eksisterende bygg og infrastruktur. Som innkjøper må offentlig sektor innrette anskaffelsespraksis slik at den bidrar til å fremme klima- og arbeidslivsvennlige løsninger i enda høyere grad enn i dag. Arbeidsmiljø, kvalitet og bærekraft må være bærebjelkene i enhver kontrakt.",28.02.2024
Norsk Arbeidsmandsforbund,"Vi må ha en velavveid tilnærming og benytte eksisterende infrastruktur når det er mulig og bygge nytt der det er nødvendig. Det bør være en prioritering å bygge vei og jernbane parallelt hvor det er mulig, da overskuddsmassene kan benyttes om hverandre. Det må sørges for bygging av veier med høy standard hvor sikkerhet og begrensede naturinngrep er prioritert.",28.02.2024
Norsk Arbeidsmandsforbund,"Klimautvalget foreslår i sin rapport at omstillingen til et lavutslippssamfunn bygger på at eksisterende utslipp skal fjernes gjennom bl.a redusert aktivitetsnivå. Norsk Arbeidsmandsforbund mener det er viktig å opprettholde aktivitetsnivået i hele landet for å sikre arbeidsplasser og kompetanse. For å lykkes med det grønne skiftet er det avgjørende å etablere arbeidsplasser som er tilpasset fremtidens behov, og som tar utgangspunkt i ressursene og styrkene til de ulike norske byene og distriktene. Dagens bosettingsmønster må opprettholdes og en bærekraftig samferdselsutbygging og godt vedlikehold vil være et avgjørende bidrag. I tillegg til redusert aktivitetsnivå foreslår Klimautvalget at utslipp skal reduseres gjennom redusert endret atferd og bruk av nullutslippsteknologi. Norsk Arbeidsmandsforbund støtter både insentiver for endret atferd og bruk av nullutslippsteknologi, men det er ikke tilstrekkelig. I tillegg må rammene for støtte økes for at det skal bli forutsigbart for entreprenørene å investere i miljøvennlige maskiner og utstyr. Overgangen krever store investeringer og det er avgjørende at staten bidrar ytterligere. Det vises i denne sammenheng også til Klimakur 2030 som konkluderte med at elektriske maskiner har svært høye investeringskostnader. I dag koster klimavennlige anleggsmaskiner om lag tre ganger så mye som en dieselmaskin.Tilskuddsordningen for pilotprosjekt for fossilfrie anleggsplasser i transportsektoren ble innført for første gang i 2022. Slike prosjekter vil kunne kan bidra til en raskere utvikling og utprøving av nullutslippsløsninger i sektoren. Bevilgningen på 63,8 millioner i budsjettet for 2023, har kun dekket et minimum av det økonomiske stimuli som anleggsbransjen trenger for å iverksette de politiske målsettingene om utslippsfrie anleggsplasser innenfor denne korte tidsrammen. Dette gjelder både maskinpark og tilgang til strøm og ladeplasser. Styrking av eksisterende støtteordninger samt utredning og etablering av nye bør skje i samråd med partene i arbeidslivet.",28.02.2024
Norsk Arbeidsmandsforbund,"Beredskap flom og rasDet er nødvendig med forbedret beredskap for å møte utfordringene knyttet til klimakrisen, der ekstremvær som flom, skred, stormer og tørke blir stadig vanligere. Forfallet på vann, avløp og overvannshåndtering i kommuner er på et kritisk nivå og overvannsystemer og stikkrenner ikke er bygd for ekstremvær. Elver og vassdrag ikke er fulgt opp med flomsikring og mudring, og klarer derfor ikke å håndtere de store vannmengdene som har kommet. Norsk Arbeidsmandsforbund vil ha mere midler til forebyggende arbeid. Samfunnsøkonomisk er det rimeligere å jobbe forebyggende enn å reparere. Å sette i stand viktig infrastruktur som veg og jernbane er dyrt og krever store ressurser.",28.02.2024
Norsk Arbeidsmandsforbund,"For eksempel viser satsingen i Brandbu sentrum, der NVE brukte 130 millioner på flomsikring, hvor viktig det forebyggende arbeidet er. TransportFor å nå klimamålene må vi jobbe for å oppgradere transportsystemet slik at det kan håndtere økningen i transport på en måte som er bærekraftig. Samtidig må transportpolitikken fremme utviklingen av trygge arbeidsplasser med fokus på høy kvalitet og kompetanse.",28.02.2024
Norsk Arbeidsmandsforbund,"Å etablere bærekraftige, effektive og sikre transportløsninger er avgjørende for å fremme næringsutvikling både i distriktene og i byområdene. Det er nødvendig å øke vedlikeholdsinnsatsen for veier og jernbaner for å sikre kontinuerlig drift. En styrking av jernbanenettet og havneinfrastrukturen er avgjørende for å øke transporten av gods fra vei til sjø og jernbane.",28.02.2024
Norsk elbilforening,Til klima- og miljødepartementet,28.02.2024
Norsk elbilforening,HØRING FRA ELBILFORENINGEN PÅ KLIMAUTVALGETS NOU 2023,28.02.2024
Norsk elbilforening,Elbilforeningen viser til Klimautvalgets NOU 2023: 25 Omstilling til lavutslipp – veivalg for klimapolitikken mot 2050. Her følger Elbilforeningens høring.,28.02.2024
Norsk elbilforening,Viktig med konkrete mål for utslippsutvikling,28.02.2024
Norsk elbilforening,Elbilforeningen støtter utvalget i at det er behov for klare mål for hvordan den norske utslippsutviklingen skal være frem mot 2050. Målene må presiseres til utslippskutt på norsk territorium og uten at skog- og arealbruk er regnet inn. Norges ambisjoner for utslippskutt i andre land og i arealsektoren bør formuleres separat.,28.02.2024
Norsk elbilforening,"Transport utgjør om lag en tredjedel av norske utslipp. Vi viser også her til at transportsektoren har egne mål for utslippsutvikling, noe vi mener må være førende for virkemiddelbruken.",28.02.2024
Norsk elbilforening,Hva kan man lære av elbilsatsingen?,28.02.2024
Norsk elbilforening,"Norges erfaring med omstilling vil kunne være nyttig for andre land, argumenterer utvalget. De skriver også at læring på tvers av landegrenser er viktig for spredning av teknologi: «Elbilpolitikken er et eksempel på dette, hvor Norge både har blitt et viktig pionermarked for elbiler, og har nyttige erfaringer med ulike virkemidler for utrullingen av en ny teknologi og ladeinfrastruktur, og også hvordan elbiler har og i økende grad vil påvirke kraftsystemet.»",28.02.2024
Norsk elbilforening,"Elbilforeningen er enig i at denne læringen er viktig, og vi merker behovet for den i praksis. Ukentlig får vi henvendelser fra utenlandske interessenter som ønsker å forstå hvorfor Norge oppnår så høye elbilandeler og hvilke konsekvenser dette har for samfunnsutviklingen. Henvendelsene kommer fra andre lands myndigheter, forsknings- og kunnskapsmiljøer, internasjonal bilbransje, bensinstasjoner, media og andre. Det er ventet at interessen vil øke ytterligere når Norge når målet om at hele nybilsalget skal være utslippsfritt i 2025.",28.02.2024
Norsk elbilforening,"Dersom andre land, så vel som andre sektorer i Norge, skal lære av norsk elbilsatsing, så er det viktig å skjønne hva som har sørget for den norske elbilsuksessen. Det finner vi lite analyse av i NOUen. Vi vil derfor peke på noen nøkkelfaktorer:",28.02.2024
Norsk elbilforening,Disse fem lærdommene er i svært varierende grad reflektert i NOUen fra klimautvalget. Vi bruker de til å kommentere noen av anbefalingene fra utvalget.,28.02.2024
Norsk elbilforening,Kjøpsavgifter priser utslipp,28.02.2024
Norsk elbilforening,Utvalget skriver følgende: «karbonprising utgjør bunnplanken i klimapolitikken ved at: – det arbeides kontinuerlig med å utvide omfanget av karbonprising og med å øke prisen for utslipp som er lavt priset. – det arbeides for en tverrpolitisk forpliktende opptrappingsplan for CO2-avgiften også etter 2030 som er i tråd med nasjonale klimamål.»,28.02.2024
Norsk elbilforening,"Utvalget mener det må koste mer å slippe ut, og at prising av utslipp tas i bruk så langt mulig. Andre virkemidler som regulatoriske og pedagogiske virkemidler tas i bruk når karbonprising ikke er tilstrekkelig, mulig eller effektivt.",28.02.2024
Norsk elbilforening,"Elbilforeningen mener at utvalget har en noe snever forståelse av prising av utslipp. Den vellykkede erfaringen med elbilpolitikken, der prisingen har blitt gjort gjennom kjøpsavgifter i større grad enn bruksavgifter, blir ikke diskutert. Fordelen med kjøpsavgifter er at insentivet settes inn i det teknologivalget tas.",28.02.2024
Norsk elbilforening,Grønn skattekommisjon vurderte dette i sin tid og skrev følgende:,28.02.2024
Norsk elbilforening,"«Nåtidsskjevhet innebærer at aktørene legger mer vekt på nåtid enn framtid. Over har det vært argumentert for at miljøavgifter bør settes lik marginal skade. Nåtidsskjevhet kan være et argument for at avgiften settes høyere enn marginal skade. En (for) høy avgift skal da kompensere for at vi tar for lite hensyn til, eller ikke klarer å vurdere, konsekvenser av miljøskadelig atferd fram i tid. Med utgangspunkt i nåtidsskjevhet kan det for eksempel argumenteres for at kjøpsavgifter på biler virker sterkere enn miljøavgifter på drivstoff, hvis målet er å få folk til å kjøpe mer miljøvennlige biler.»",28.02.2024
Norsk elbilforening,"Klimautvalget skriver riktignok: «Det er ingen fasit på hvilke kombinasjoner av virkemidler som mest effektivt vil bidra til omstillingen i Norge og samtidig ivareta de andre hensyn. Kunnskap om effektive virkemidler er viktig, og utvalget anbefaler derfor å bygge inn muligheter for systematisk læring.»",28.02.2024
Norsk elbilforening,"Dette er en pragmatisk holdning i klimapolitikken som vi støtter, men som burde vært konkret reflektert i diskusjonen om virkemiddelbruk og hvordan man priser utslipp.",28.02.2024
Norsk elbilforening,Miljødifferensierte bompenger priser utslipp,28.02.2024
Norsk elbilforening,"Prising av utslipp er også gjort gjennom dagens nasjonale føringer for bompenger. Den nasjonale regelen er at elbiltaksten maksimalt skal utgjøre 70 prosent av fossilbil-taksten. Innenfor denne regelen er det lokal handlefrihet og variasjon. Oslos bomring har for eksempel nulltakst for elektriske varebiler, fordi utrullingen av disse har kommet kort. Miljødifferensierte bompenger har vært viktig for elbilsatsingen.",28.02.2024
Norsk elbilforening,"I den grad dette omtales i rapporten, er det derimot med negativt fortegn. I NOUen står det «Den forventede nedgangen i personbilkjøring på grunn av høye bomsatser i byområdene er uteblitt, og det ser ut til at selv om andelen fossilbilturer er kraftig redusert, er andel elbilturer økt tilsvarende. I noen bydeler er elbilen i ferd med å utkonkurrere kollektivtransport. Undersøkelser viser at elbileiere i betydelig større grad enn fossilbileiere bruker bil til og fra jobb, reiser kollektivt i mindre grad, og er mindre opptatt av å redusere sin bilbruk enn de som eier en fossilbil.»",28.02.2024
Norsk elbilforening,"For å underbygge det faglige grunnlaget for denne analysen, henvises det til en debattkronikk i Dagens næringsliv av Leknes & Bayer, 2023. Dette er en for lettvint behandling av noe som kunne vært en interessant diskusjon om det er mulig å kombinere ulike målsetninger i by- og miljøpolitikken. Elbilforeningen vil bemerke følgende:",28.02.2024
Norsk elbilforening,Om å unngå-flytte-forbedre,28.02.2024
Norsk elbilforening,"Elbilforeningen vil understreke at vi ikke tror at elektrifisering løser alle miljø- og samfunnsutfordringer med transport, for eksempel er beslag av arealer en stor utfordring.",28.02.2024
Norsk elbilforening,"Utvalget anbefaler at tiltak tar utgangspunkt i rammeverket unngå – flytte – forbedre (UFF). Utvalget tar til orde for å redusere transportbehovet gjennom helhetlig samfunns- og arealplanlegging, for eksempel gjennom plassering av institusjoner som arbeidsplasser og institusjoner. Slik kan man unngå unødvendige reiser. Utvalget mener også at å flytte transport til mer energieffektive transportmidler, som for eksempel kollektivtransport, sykkel og gange. Begge deler er ambisjoner Elbilforeningen støtter. Deretter skriver utvalget på side 112:",28.02.2024
Norsk elbilforening,"«Tiltakene for å forbedre teknologi er knyttet til den enkelte enhet, som overgang fra dieselbil til elbil. Alle tiltak er del av en større, systemisk tenking. Selv om alle typer tiltak må gjennomføres samtidig, må hovedlinjene i politikken handle om å unngå etterspørsel etter transport. Dette er fordi omfanget av transport legger føringer for de andre tiltakene».",28.02.2024
Norsk elbilforening,"Elbilforeningen mener det er viktig å ikke undervurdere hvor viktig del av rammeverket det også må være å «forbedre» i veitrafikken, særlig fordi det gjennom elektrifisering nå skjer på en måte som faser ut all direkte bruk av fossil energi.",28.02.2024
Norsk elbilforening,"Vi understreker at det ikke finnes realistiske alternativer til en storstilt satsing på elektrifisering for å redusere utslippene raskt nok. Analyser fra blant ICCT viser at selv om det er viktig å både unngå og flytte transport, vil elektrifisering gi langt større utslippskutt enn de to tiltakene til sammen (ICCT 2023 Vision 2050 Strategies to align global road transport with well below 2°C.",28.02.2024
Norsk elbilforening,"Vi vil også minne om at utvalget andre steder understreker at energieffektivisering må prioriteres. Elbiler er langt mer energieffektive enn biler med forbrenningsmotor. Det er fordi forbrenningsmotoren kaster bort mye av energien i drivstoffet til varme, vibrasjoner og lyd. En fossilbil bruker minst dobbelt så mye energi som en tilsvarende elbil. En omlegging til elektriske kjøretøy vil redusere energibruken i transportsektoren kraftig, og er derfor et betydelig energieffektiviseringstiltak.",28.02.2024
Norsk elbilforening,"Det er lite trolig at man får til det store teknologiskiftet, som elektrifisering i veitrafikken er, i stor nok skala dersom man ikke kraftig nok tar i bruk en bred kombinasjon av virkemidler som til sammen gjør at elbilen vinner konkurransen mot forbrenningsmotoren. Satsingen krever en ny type infrastruktur. Det krever atferdsendringer hos befolkningen. Satsingen tar tid å fullføre fordi bilparken har lang levetid. Og det krever at man søker løsninger på målkonflikter, heller enn å bare påpeke at de kan finnes.",28.02.2024
Norsk elbilforening,"Utvalget mener at praktisk talt alle klimagassutslipp må fjernes for godt, og at en samlet omstilling av samfunnet er viktig. «Norge må bygge ned målkonflikter og sikre at helheten angir en troverdig retning for å fjerne de aller fleste utslipp», skriver utvalget. Det er en tilnærming vi støtter.",28.02.2024
Norsk elbilforening,"En dypere diskusjon om hvordan man konkret og helhetlig kan overkomme målkonflikter i transportsektoren, slik at ulike mål kunne nås samtidig, hadde derfor vært interessant.",28.02.2024
Norsk elbilforening,For Norsk elbilforening,28.02.2024
Norsk elbilforening,Unni Berge,28.02.2024
Norsk elbilforening,Leder kommunikasjon og samfunnskontakt,28.02.2024
Norsk Friluftsliv,"Høring – Klima 20250, klimautvalgets rapport; Omstilling til lavutslipp – veivalg for klimapolitikken mot 2050",30.01.2024
Norsk Friluftsliv,"Norsk Friluftsliv representerer de 18 store frivillige friluftslivsorganisasjonene i Norge, med til sammen nærmere en million medlemskap og rundt 5000 lokale lag og foreninger. En av hovedoppgavene for Norsk Friluftsliv er å ivareta allemannsretten, naturområder samt det enkle og naturvennlige friluftslivet i Norge. Som en del av dette arbeidet jobber vi for å styrke hensynet til natur og friluftsliv i politikk, planer og lovverk.",30.01.2024
Norsk Friluftsliv,"Norsk Friluftsliv støtter anbefalingeneNorsk Friluftsliv vil uttrykke støtte til utvalgets grundige utredning og medfølgende anbefalte tiltak. Som utvalget understreker må klimakrisen og naturkrisen løses sammen, derfor vil vi spesielt trekke frem kapittel 6 - arealer og natur, og anbefalingene som følger i dette kapittelet. Av anbefalingene i kap. 6 vil vi spesielt trekke frem anbefalingen om at det innføres en helhetlig plan for nasjonal arealpolitikk, hvordan målet om arealnøytralitet nås og anbefalingen om at det innføres et system der den som nyter godt av å bygge ned natur skal betale for det. Videre vil vi gi vår støtte til anbefalingen om at nasjonale myndigheter innfører et system for å følge arealbruksendringer i kommunene over tid. Vi mener også at krav om planvask og prosjektvask som anbefales av klimautvalget er gode tiltak for å sikre planer som er oppdaterte med tanke på natur og miljøhensyn. Mange av anbefalingene til utvalget er tiltak som skal gjennomføres i kommunene. Det bør derfor innføres et system der det lønner seg å ta vare på naturen fremfor å bygge den ned. Med dette som utgangspunkt vil vi understreke viktigheten av at kommunene har ressurser, kapasitet og kompetanse til å gjennomføre de anbefalte tiltakene.",30.01.2024
Norsk Friluftsliv,Friluftslivet har en plass som en del av løsningenFriluftsliv er Norges største fritidsaktivitet og utøves ofte i naturen rundt der folk bor. Derfor er Norsk Friluftsliv og våre medlemmer spesielt opptatt av å ivareta nærnaturen for å sikre enkel tilgang til naturopplevelser og rekreasjon. At befolkningen har et forhold til naturen der de bor kan også bidra til sterkt lokalt engasjement for å ivareta natur. På denne måten er friluftslivsaktivitet en del av løsningen på naturkrisen.,30.01.2024
Norsk Friluftsliv,"Opinionen er for utbyggingsgrenseNedbygging av natur skjer ikke på grunn av vond vilje, det er mange gode formål i et lokalsamfunn. Presset på arealer øker, politikere er satt til å vekte de ulike formålene, så presset på politikerne øker også. I en undersøkelse gjort av Ipsos for Norsk friluftsliv svarer 72 prosent at kommuner med bynær natur bør innføre en utbyggingsgrense eller «markagrense» for å ivareta nettopp naturen nær der folk bor. Tall fra en annen undersøkelse gjennomført av Ipsos viser at halvparten av de spurte mener at det tillates for mye utbygging. Denne andelen har økt siden 2021. Dette viser at politikerne har befolkningen med seg på tiltak for å bevare naturen. Norsk Friluftsliv ønsker å understreke at det er et stort antall organisasjoner, foreninger og enkeltpersoner som vil gi full støtte til å unngå nedbygging, slik også grunntrinnet i rammeverket unngå, flytt forbedre (UFF) legger opp til.",30.01.2024
Norsk Hydro,Høringsinnspill til NOU 2023: 25 Omstilling til lavutslipp – Veivalg for klimapolitikken mot 2050 – rapport av Klimautvalget 2050,28.02.2024
Norsk Hydro,"Hydro er en ledende produsent av aluminium og fornybar kraft som bygger virksomheter og partnerskap for en mer bærekraftig fremtid. Hydro er til stede i et bredt spekter av markedssegmenter for aluminium, metallgjenvinning, fornybar energi og batterier. Vi har 33 000 ansatte fordelt på mer enn 140 steder og 40 land.",28.02.2024
Norsk Hydro,Hydro mener at følgende områder bør prioriteres i norsk klimapolitikk for å nå omstillingen til et lavutslippssamfunn:,28.02.2024
Norsk Hydro,"1. Det må sikres en betydelig økning i produksjon av fornybar energi: tilgang til bærekraftig, fornybar energi til konkurransedyktige priser vil være bærebjelken i det grønne skiftet.",28.02.2024
Norsk Hydro,"Elektrifisering med fornybar kraft er helt sentralt i klimaomstillingen. Konkurransedyktige kraftpriser er avgjørende for at norsk industri skal kunne kutte utslipp og bevare og skape robuste og miljøvennlige arbeidsplasser. Konkurransedyktig krafttilgang krever en kraftbalanse hvor vi i et normalår har overskudd på kraft. Analyser viser at vi går mot en stram kraftbalanse frem mot 2030 og vi risikerer at Norge får et underskudd på kraft. Dette er svært bekymringsfullt. Tiltak for å effektivisere energibruken kan bidra vesentlig til kraftbalansen. Det er imidlertid også behov for betydelige mengder ny kraftproduksjon. Dette krever en rekke politiske valg, reguleringer og insentivordninger, blant annet knyttet til arealbruk og naturinngrep. Det er viktig at nasjonale mål henger sammen med lokale prioriteringer og virkemidler. Dette krever tydelige og bindende føringer og prosesser som bidrar til å redusere arealkonflikter og sikre prioriteringer i tråd med nasjonale målsettinger og forpliktelser.",28.02.2024
