actor,text,label
InnoTre,"Vi opplever at arbeidet med å rigge prosjekter og søke finansiering, er svært tungt og arbeidskrevende. De offentlige instansene som tilbyr prosjektfinansiering, må forbedre sine søknadssystemer slik at deltakelse og tilgang blir enklere for alle næringsaktører som vil ta aktivt del i arbeidet med å nå utslippsmålene. Søknadsprosedyrer og krav i søknadsskjemaer kan være så kompliserte at mange næringsaktører ikke ser seg i stand til å søke, og dermed blir mange gode prosjekt liggende. Norge trenger imidlertid å få gjennomført både små og store prosjekter for å nå klimamålene, og da må det ikke bare være de store FoU-aktørene med mye ressurser som har kapasitet til å søke prosjektfinansiering.",Bedrift
Jan Erik Solheim og Johannes Oraug,"Samtidig produseres oksygen som vi trenger for å puste og til forbrenning. Aarnes regnet med bladindeks 1 og en vekstsesong på 115 dager Basert på opplysninger fra NASA om bladindeks [8] og vekstsesong og arealklassifisering fra NIBIO [10] har vi gjort beregninger for opptak av CO2 i Norge vist i tabell, vedlegg 1. Den viser at opptak i Norge er 1 135 Mtonn. Det vil si at utslipp på 50 Mtonn utgjør ca 4,5 % av de naturlige opptak. Antar vi en økning i bladindeks på 0,25 og en beskjeden vekstsesong på 125 døgn, får vi at økningen i bladindeks for Norge i perioden 2000-2023 fører til et økt opptak på 190 Mill tonn per år, dvs ca. 4 ganger så mye som de årlige utslipp.",Privatperson
Jan Erik Solheim og Johannes Oraug,"Ettårige planter har mest biomasse over jorda, flerårige lagrer mest i skudd, og røtter. Det lagres i jorda og i trevirke. Noe returneres ved forråtnelse av dødt plantemateriale. Nedbryting av plantemateriale varierer fra 100% per år i tropisk regnskog til 1-12% per år i boreal barskog [9]. Nedbrytningen øker omfanget av organisk jord, som igjen øker det viktige mikrolivet i jordsmonnet og bidrar til bedre plantehelse. 6. Opptak og lagring i skog og mark Oppdaterte tall viser for skogens klimagassregnskap for 2021 [11] viser at skogen tar opp og lagrer 41% av utslippene i de øvrige sektorer. Det lagres både i skogbunn og i trevirke.",Privatperson
Jan Erik Solheim og Johannes Oraug,"Vi må sørge for et effektivt naturvern, jordvern og skogvern. Alt opptak innenfor landets grenser må være med i klimaregnskapet. Det gjelder også for kommuner og fylker (ref. Kommuneloven i delområde 7 §25.2). Det vil skjerpe interessen og viljen til å øke Norges matberedskap.  ",Privatperson
Kjøtt- og fjørfebransjens landsforbund,"Det jobbes systematisk med å ta ned utslippene både pr dyr og pr produsert enhet kjøtt og egg. Og vi ser resultatene kommer. Det finnes løsninger i dag også for hold av storfe innendørs der metan samles og kan inngå i andre, produksjoner. Det er noe parallelt med «karbonfangst- og lagring», men her kan utslippsproduktet inngå i andre, nyttige og nødvendige produksjoner i stedet for å lagres. Å fortsette å fremstille (spesielt) storfe som «klimaversting» uten å gå dypere inn i alternative produksjonsmåter, er derfor mangelfullt og misvisende. Utvalgets svake fokus på betydningen av drøvtyggernes evne til å omskape plantemateriale til menneskemat, ikke minst fra voksende mengder med planterester som økt frukt/grønt kosthold vil medføre, er faglig svakt.",Interessegruppe
Kjøtt- og fjørfebransjens landsforbund,"Det kan raskt komme tider der behovet for et betydelig husdyrhold er stort for å dekke mat- og proteinbehovet til den norske befolkning. I den videre behandlingen av NOU, må ikke det beste bli det godes fiende. Klimaambisjoner og tiltak må ikke undergrave forutsetningene for en stor, ressurstilpasset, norsk husdyrproduksjon som drives av kompetente og motiverte bønder.",Interessegruppe
Kvinnherad INP,"Og då har dei ikkje rekna på CO2-utslepp knytta til utbygging, drift, riving og avfallshandtering. Det kjem i tillegg. I tillegg er vindkraft svært arealkrevjande, og reduserer naturens evne til å binde CO2, spesielt der dei er anlagt i myrområder. Når ein så legg til at det er forureinande, med både fare for lekkasje av hydraulikkolje og avskaling av belegget på vengjene, som m.a. inneheldgiften bisfenol A, ser ein tydeleg at klima trumfar miljø og natur. 10. Sosioøkonomiske forskjeller vil auke.",Politisk parti
Kvinnherad INP,"2050. Då skal alle boliger ha energiklasse A. Det er ikkje usannsynleg at det vil koste mellom ein halv og halvanna million kroner å oppgradere ein bolig, og denne rekninga endar hos boligeigaren. For folk som har lite å rutte med, kan det ende med at dei må selje boligen, då dei ikkje har råd til å gjere denne oppgraderinga.    For styret Kvinnherad INP Styremedlem Gunnar Helleland",Politisk parti
Akershus fylkeskommune,"Det er videre behov for et tydeligere regelverk som ivaretar natur, samt konsekvensen av eventuelle brudd på lovverket. Krav til bedre dokumentasjon og helhetlige prosesser rundt endret arealbruk må strammes inn gjennom plan- og bygningsloven og sektorlovverk. Konsekvensene for natur og økosystemtjenester må kartlegges og offentliggjøres. Det må et tydeligere «forurenser betaler»-prinsipp inn også i arealpolitikken. Uunngåelig nedbygging av natur må følges opp med restaurering av tilsvarende natur, i henhold til arealnøytralitetsprinsippet. Arealregnskap som verktøy må styrkes i beslutningsprosesser, arealnøytralitet bør vurderes som et prinsipp i alle kommuner og naturen må kartlegges bedre.",Offentlig forvaltning
Akershus fylkeskommune,"Naturregnskap er viktig for å gjøre helhetlige vurderinger rundt disponering av areal, inkludert karbonrike arealer. Akershus fylkeskommune, med samarbeidspartnere, arbeider for tiden med å utarbeide kartbaserte arealregnskap, inkludert natur og klimadata. Det er likevel viktig å minne om at dette kun er et verktøy, som må tas i bruk på riktig måte og hensyntas i beslutningsprosesser for å ha en reel betydning. Det bør så raskt som mulig utvikles omforent metodikk for naturregnskap til bruk i alle kommuner i Norge. Stadig flere kommuner vedtar arealnøytralitet som styringsmål i sin arealforvaltning. Arealnøytralitet bør vurderes som et prinsipp i alle kommuner. En entydig definisjon og retningslinjer for gjennomføring må på plass.",Offentlig forvaltning
Akershus fylkeskommune,"Transport og mobilitet Nullutslippsløsninger i lavutslippssamfunnet bør ikke begrenses til el. Den største utslippssektoren i Akershus er veitrafikk, og det er i denne sektoren de største kuttene må gjøres. Utslippene fra denne sektoren viser en svak nedgang, hovedsakelig på grunn av elektrifisering av personbiler, men det er behov for større og raskere kutt for å kunne nå klimamålet. I utvalgets rapport defineres nullutslipp som el og hydrogen. Likevel forutsetter utvalget at veitrafikken er hel-elektrifisert innen 2050 og påpeker at:",Offentlig forvaltning
Akershus fylkeskommune,"Dette tilsier at det bør satses på direkte elektrifisering så langt som mulig, og ikke energikrevende drivstoff som hydrogen eller biodrivstoff. Disse bør forbeholdes transport som ikke lett kan elektrifiseres, som langtransport til sjøs.» Akershus fylkeskommune er uenige i denne vurderingen, og mener at både hydrogen og biogass er en del av fremtidens drivstoffmiks, spesielt når det gjelder tungtransport. I tråd med mål om sirkulær økonomi og effektiv ressursutnyttelse, kan produksjon av biogass basert på avfall til drivstoff formål, være en like viktig prioritering.",Offentlig forvaltning
Akershus fylkeskommune,"Mangelen på infrastruktur er av transportbransjen pekt på som en barriere for omstillingen til utslippsfri transport. Flere aktører ønsker å etablere hydrogenstasjoner i Norge, men det mangler en tydelig prioritering fra myndighetens side for at det skal bli mulig. Kombinasjonen el og hydrogen kan være fordelaktig for å utnytte kapasiteten og utjevne effektbehovet, og dermed gi mindre behov for nettutbygging.",Offentlig forvaltning
Akershus fylkeskommune,"Nasjonale mål om forbruk, energi og mål for areal- og skogbrukssektoren må imidlertid kunne følges opp på lokalt og regionalt nivå. Det vil være behov for å styrke og utvikle datagrunnlag, statistikk og felles indikatorer som kan brukes av kommuner og fylkeskommuner. Oppdatering i datagrunnlag bør komme årlig.   Akershus fylkeskommune mener at EU har flere verktøy for kommuner og fylkeskommuner som er lite tilgjengelig for norske aktører per dags dato. Det finnes ikke offisiell norsk energistatistikk fordelt på kommunenivå, og den norske kommunefordelte klimastatistikken skiller seg på flere områder fra kommunefordelt klimastatistikk som brukes i EU. Organisering for klimaomstilling Fylkeskommunen er motivert til å utvikle sin samfunnsutviklerrolle i klimaomstillingen og stiller seg positiv til å ta en sentral rolle i utvalgets forslag om å etablere kompetansesenter eller omstillingsregioner. Utvalget anbefaler at kommunene bør får et tydelig og lovfestet ansvar for å bidra i omstillingen til et lavutslippssamfunn, og staten må legge til rette for at kommuner kan føre en ambisiøs klimapolitikk. Fylkeskommunen støtter dette, men savner et større fokus på rollen fylkeskommunen har i utvalgets vurderinger.",Offentlig forvaltning
Akershus fylkeskommune,"Fylkeskommunen har imidlertid et potensiale og mulighet til å ta en større og bredere rolle i klimaomstillingen enn det som vises i eksemplene utvalget trekker frem. Gjennom rollene som samfunnsutvikler har også fylkeskommunene stort handlingsrom som kan utnyttes, ved å 1) gi strategisk retning til samfunnsutviklingen 2) mobilisere privat sektor, kulturliv og lokalsamfunn, og 3) samordne, koordinere offentlig innsats og virkemiddelbruk. Å bygge kapasitet, kultur og kompetanse for helhetlig virkemiddelbruk, felles innsats og samarbeid på tvers av fag, sektorer og forvaltningsnivå er en viktig rolle fylkeskommunen har og som er helt sentralt for å lykkes i omstillingen til lavutslippssamfunnet.",Offentlig forvaltning
Aurskog-Høland kommune,"Figur 3: Eksempel på at man enkelt kan få gjort like mye i kretsløpssamfunn men med mindre energibruk og uten behov for energi fra fossile ressurser (kilde: Østfold fylkeskommune/Klima Østfold). På regionalt og lokalt nivå har vi oversikt over hva slags energibærere vi bruker til hva, se figur 4 nedenfor. Aurskog-Høland kommune arbeider sammen med bl.a. Akershus fylkeskommune for å forbedre kunnskapsgrunnlaget for hva energibehovet er i framtiden og hva slags energi og energibærere vi kan erstatte oljeprodukter (fossilt) med. Enkelt sagt for Aurskog-Høland sin del må all bruk av oljeprodukter fases ut, og en del av elektrisiteten vi bruker må brukes til annet enn oppvarming.",Offentlig forvaltning
Aurskog-Høland kommune,"Energibalanse etter forbrukergrupper (2021) i Aurskog-Høland (kilde: SSB/Akershus fylkeskommune). Lokalt for Aurskog-Høland ser vi av utviklingen innen energiforbruket at det har gått noe opp totalt sett, og at for forbruk av elektrisitet har gått opp. Forbruket av oljeprodukter går ned. Dette er en ønsket trend. Kommunen er med i flere arbeider sammen med nettselskap, fylkeskommuner og FoU-aktører som sammen gir kunnskapsgrunnlag for framtidens energisystem. Et kunnskapsgrunnlag som Aurskog-Høland kommune ønsker å bruke til å avklare arealbruk til produksjon av fornybar energi.",Offentlig forvaltning
Aurskog-Høland kommune,Saksframlegget vedlegges høringsuttalelsen.   Vedlegg: - Høringsdokumenter finnes her. - Utfyllende saksopplysninger  Andre saksdokumenter (ikke vedlagt ):,Offentlig forvaltning
Aurskog-Høland kommune,2023:3 Mer av alt – raskere her (sak 23/00865).   Saksopplysninger: Klima- og miljødepartementet sender på høring,Offentlig forvaltning
Aurskog-Høland kommune,Det er et informativt og pedagogisk godt dokument. Grunnlag for stortingsmelding(er) og veiledning for samfunnsplanlegging NOU,Offentlig forvaltning
Aurskog-Høland kommune,"Statistikk over hva vi har bebygd arealene med i Aurskog-Høland og hva de ubebygde arealene består av (kilde: SSB). Videre er det viktig å ha et samlet bilde over hva som er vedtatt utbygd. Samlet for hele landet har NINA (Norsk institutt for naturforskning) analysert hva som er planlagt utbyggingsareal etter plan- og bygningslovverket (nedbygging av areal vedtatt av annet lovverk er ikke med, eksempelvis vindkraft- og solkraftverk). I Aurskog-Høland som i andre kommuner er det utbygging av fritidsbebyggelse som båndlegger areal framover (figur 2). Figur 2: Oversikt over planlagt utbyggingsareal i Aurskog-Høland – ikke utbygget ennå men planlagt (kilde: NINA- rapport 2310). Energisystem og hvordan energien brukes til i dag og i framtiden NOU´n om omstilling til lavutslippssamfunnet viser tydelig at en omstilling av energisystemet er helt nødvendig for å nå målene om lavutslippssamfunn. En omstilling av energisystemet må imidlertid ikke gå 4 på bekostning av naturen, og å redusere mulighetene for å lagre og binde karbon samt ta vare på naturmangfoldet (arter og økosystemer).",Offentlig forvaltning
Aurskog-Høland kommune,"Dagens energiforbruk og framtidens energibehov bør analyseres på ulike nivåer, i kommunen som helhet, i tettsteder og for ulike sektorer. Med bakgrunn i disse analysene kan det energieffektiviseringen intensiveres (fortsatt et betydelige potensial i ENØK), areal til produksjon av fornybar energi avsettes (der intakt natur ikke blir eller i liten grad blir skadelidende). I tillegg er det et betydelig potensial i å utnytte energien i jord- og berggrunn, samt fra avfall- og avløpsindustri og skogbruk.",Offentlig forvaltning
Avinor,En gradvis opptrapping av bruk i luftfart bør ledsages av en gradvis nedtrapping (og overgang til nullutslipp) i andre segmenter. EU har besluttet et felles europeisk omsetningskrav for luftfart fra 2025. Kravet vil i begynnelsen være på 2 prosent og øke hvert femte år fram mot 70 prosent i 2050. Regjeringen kunngjorde i statsbudsjettet for 2024 at Norge vil følge en opptrappingsplan på samme nivå som EU. Dette er ambisiøst og vil kreve etablering av storskala produksjon.,Bedrift
Avinor,"Men dette er ny teknologi, og det er fremdeles ikke fattet noen investeringsbeslutninger. Stortinget vedtok i behandlingen av luftfartsstrategien i 2023 å be regjeringen legge frem en plan for hvordan Norge kan få en ledende posisjon i produksjon av bærekraftig drivstoff, slik at Norge er godt posisjonert gjennom et industrielt miljø når innblandingskravene blir innført i EU. Norge har tatt en ledende rolle internasjonalt når det gjelder innfasing av bærekraftig flydrivstoff (første land med omsetningskrav og første internasjonale hub til å blande biodrivstoff inn i drivstoffanlegget). Norge og norsk luftfart har mulighet til å spille en betydelig rolle i luftfartens grønne omstilling også framover både når det gjelder produksjon og innfasing, men det må skje i et samspill mellom bransjen og myndighetene. Virkemidler for fremskyndet innfasing av null- og lavutslippsteknologi Null- og lavutslippsteknologi vil spille en viktig rolle for å kutte utslippene fra luftfarten frem mot 2050. Avinor er av den oppfatning at tiltak og virkemidler i tidlig fase av den teknologiske utviklingen kan bidra til at Norge går foran for å sikre at null- og lavutslippsluftfartøy som utvikles blir tilpasset norske vinterforhold og rullebanelengdene på kortbanenettet.",Bedrift
Avinor,"Finansiering av investeringene i tidlig fase vil måtte finne sted gjennom tilgang på økonomiske virkemidler utenom Avinors finansieringsmodell. Tiltak for fremføring av kraft på Avinors lufthavner på kort sikt vil kunne bidra til å redusere risiko for ikke å ha tilstrekkelig kraft ved innfasing av null- og lavutslippsfly, gitt den markedskunnskapen vi har i dag. Avinors portefølje av lufthavner gir selskapet handlingsrom til å gjøre strategiske vurderinger av når og hvor det skal etableres nettilknytning, i tråd med markedets behov. Det er et betydelig potensial for elektrifisering i transportsektoren, og tiltak og virkemidler bør rettes mot elektrifisering av transportformene og segmentene som kan elektrifiseres. Avinor deler utvalgets anbefaling om at alternative drivstoff må forbeholdes transportene som ikke kan elektrifiseres.",Bedrift
Avinor,"Dette taler for tettere strategisk samhandling på tvers av transportformene om å avdekke mobilitetsbehov og bruk av et bredere spekter av tiltak for å dekke samfunnets behov for mobilitet. Datadeling, videreutvikling av metoder og verktøy vil måtte være viktige elementer i et slikt arbeid. Avinor legger til grunn at en videreutvikling av samhandlingen best kan videreutvikles innenfor rammene av dagens organisering, ikke gjennom etablering av en felles etat. Et godt eksempel er transportvirksomhetenes samlede anbefaling om styrket strategisk samarbeid om fremtidig behov for og tilgang til energi.",Bedrift
Bergen kommune,"Det er lite hensiktsmessig at enkelte kommuner har en restriktiv arealpolitikk dersom nabokommuner ikke har det, da man risikerer at innbyggere flytter ut av byen til omegnen for å pendle til jobb. Samtidig er Bergen kommune kritisk til å utvide Statsforvalterens fullmakter, innsigelsesrett og oppfølgingsansvar av kommunene, fordi kommunene allerede opplever at lokalpolitiske vedtak blir satt til side og at Statsforvalteren hindrer kommunen å utøve lokalpolitisk skjønn og gjøre avveiinger – for eksempel når det kommer til lokale kommuneplaner og reguleringsplaner. Arealbruk må sees i en regional sammenheng, men gjennom dialog mellom kommuner i samme region. Bergen kommune vil påpeke behovet for en økt mulighet til å ivareta bynær natur. Områdene har stor verdi for blant annet karbonlagring, overvannshåndtering, friluftsliv, folkehelse mm. Bergen kommune ønsker derfor flere virkemidler, slik at kommunen selv i større grad kan vurdere vern av områder med «vanlig natur».",Offentlig forvaltning
Bergen kommune,"I en verden med stadig større usikkerhet knyttet til matproduksjon og matforsyning, øker viktigheten av lokal produksjon. Bergen kommune mener vi har en plikt til å utnytte ressursene våre for å produsere mest mulig mat til egen befolkning. Lokalprodusert mat er bærekraftig og positivt i et klimaperspektiv. Kommunene må gis gode vilkår for den enkelte bonde til å drifte sin gård og utnytte alle gårdens ressurser i næringssammenheng. Økt jordvern er positivt for matproduksjon, kulturlandskap og naturmangfold. Bergen kommune støtter utvalgets fokus på å redusere matsvinn. Utvalget trekker frem at statistikken for matsvinn på mange områder er mangelfull.",Offentlig forvaltning
Bergen kommune,"Bergen kommune er enig med Klimautvalget i at vi må skape en mer effektiv planlegging og gjennomføring av investeringsprosjekter hvor klimahensyn er integrert, og at endringer i investeringsbehov som følge av omstillingen til et lavutslippssamfunn må vurderes nærmere.   Klimapolitikk og næringspolitikk må trekke i samme retning, og må gjenspeiles i utøvelse av eierskap og gjennom krav til selskapsrapportering om klima- og bærekraftsrisiko og utarbeidelse av omstillingsplaner. Bergen kommune savner en grundigere vurdering av omstillingsrisikoen i det offentliges investeringsprosjekter og eierskap. Omstillingen til et lavutslippssamfunn har mange fallgruver, og de institusjonelle, økonomiske og regulatoriske risikoene bør vurderes nærmere. Ansvarsrisiko vil også få større betydning fremover, med konsekvensene og virkningene av klimaendringene.",Offentlig forvaltning
Bergen kommune,"Organisering for klimaomstilling   Kapittel 17 Et overordnet klimastyringsystem Bergen kommune er enig med Klimautvalgets anbefalinger til et eventuelt klimastyringsystem, og vil fremheve anbefalingen om at det gjøres en «klimavask» av relevante lover med sikte på å styrke klimahensynets rettslige stilling. For at Bergen kommune skal nå sine klimamål er vi avhengige av at lovgivningen spiller på lag, slik at omstillingen kan gjennomføres rettferdig og effektivt.",Offentlig forvaltning
Elverum kommune,"Norges innsats for å redusere utslipp andre steder, blant annet knyttet til norsk eksport, norsk import, bistand og teknologiutvikling må samordnes og intensiveres. Det er også vesentlig at klimapolitikken ses i sammenheng med naturkrisen og politikk for bærekraftig bruk av arealer både på land og til havs. - Klimapolitikken må legge mer vekt også på langsiktige hensyn. Norsk klimapolitikk må i større grad vektlegge varig omstilling til nullutslipp. Alle tiltak innen klimapolitikken bør vurderes på grunnlag av samlede virkninger på utslipp over tid. - Klimapolitikken må understøttes av et beslutningssystem som er bedre tilpasset målet om en helhetlig omstilling av samfunnet.",Offentlig forvaltning
Elverum kommune,"Planlegging, beslutninger og mål må endres nå slik at de er i tråd med hvor det norske samfunnet skal være i 2050. Det er 27 år til 2050, og jo flere feil beslutninger som tas og investeringer som gjøres i feil retning, desto tyngre og bråere blir omstillingen. Ekstremværet sommeren 2023, både i Norge og resten av verden, minner oss på at det haster å gjennomføre en mer virkningsfull klimapolitikk.   Overgangen til et lavutslippssamfunn krever politisk lederskap. Mange tiltak vil kreve endring og omstilling. Det kan skape motstand fra grupper som har interesse av å unngå enkelte endringer. Politisk lederskap kreves for å avveie kryssende hensyn og interesser og for å sørge for inkluderende prosesser som gir legitimitet til beslutningene, samtidig som tempoet i omstillingen økes.",Offentlig forvaltning
Elverum kommune,"- løsninger som reduserer bruken av knappe ressurser som kraft, areal og mineraler og metaller prioriteres. - det innføres sterkere virkemidler for energieffektivisering samtidig som produksjonen av fornybar energi økes for å ha tilgang på tilstrekkelig energi til å erstatte fossil energi. - lave energipriser ikke settes som hovedmål for energipolitikken. Energiprisene må reflektere samfunnets kostnader ved å skaffe ny kraft tilveie. - tiltak som reduserer etterspørselen etter transport prioriteres, både når det gjelder transport av varer og av personer.",Offentlig forvaltning
Elverum kommune,"- aktiviteten i petroleumsvirksomheten reduseres ut over forventet aktivitetsnivå frem mot 2050, for å unngå at sektoren legger beslag på knappe ressurser som kraft og kompetanse, og dermed vanskeliggjør omstillingen til et lavutslippssamfunn. - Utvalget anbefaler permanent stopp i letevirksomhet uten direkte tilknytning til eksisterende infrastruktur, og at det ikke besluttes bygging av ny infrastruktur som binder oss til utslipp frem mot og forbi 2050. - kraft fra land som utslippsreduserende tiltak som hovedregel unngås. Utvalget mener at… …arealpolitikken må begrense tap av natur og bidra til bevaring av naturens karbonlagre ... og foreslår derfor at: nedbygging av naturlige arealer begrenses vesentlig og at det legges tydeligere og mer bindende nasjonale rammer for bruken av arealer. - det nasjonale vernet av økosystemer økes.",Offentlig forvaltning
Elverum kommune,- det alltid vurderes om andre virkemidler som offentlige anskaffelser og pedagogiske virkemidler kan være effektive. Utvalget mener at… …planer og beslutningssystemer må ta utgangspunkt i at Norge skal være et lavutslippssamfunn i 2050. ... og foreslår derfor at: - Norge etablerer et styrket styringssystem for klimaomstilling som bidrar til at målene blir nådd.,Offentlig forvaltning
Elverum kommune,"For gjennomføring av gode klimatiltak er det avgjørende at kommunene har et godt rammeverk for sitt arbeid, og det er positivt at utvalget foreslår en presisering gjennom lov (plan- og bygningsloven), som vil gi kommunene en hjemmel til å stille krav i planverket. Det er flere områder som kommer inn som nye momenter, og hvor kommunene ikke har et klart rammeverk pr i dag. Dette gjelder blant annet hvordan kommunene skal håndtere/vurdere arealer i kommunal planlegging til fornybar energi i fremtiden (f.eks. vindkraft og solenergi). Videre er det avgjørende at man har et forutsigbart virkemiddelapparat som gir kommunene det verktøyet man trenger for å komme i gang raskt med klimaarbeidet. En av de mulighetene kommuner i Norge i dag har til å få finansiert klimaprosjekter, er gjennom Klimasatsmidler fra Miljødirektoratet. Forutsigbarheten i søknadsprosessen gir en viss usikkerhet ved at dette er midler som vurderes årlig i statsbudsjettet, og som ofte blir en post som man ikke vet utfallet av. Samtidig blir søknadsfristen kort fra statsbudsjettet og kriterier for søknader er vedtatt, til søknadsfrist for kommunene. Får å få gode langsiktige og bærekraftige klimaprosjekter kreves det planlegging og samarbeid mellom sektorer. Det er da viktig å gi kommunene gode vilkår for å få dette til.",Offentlig forvaltning
Elverum kommune,"Det er faktisk i kommunene klimapolitikken skal gjennomføres, og det er der det må finnes gjennomføringsevne. Klimautvalget 2050 sier i sin rapport at «Staten har også et ansvar for å legge til rette for at kommuner kan føre en ambisiøs klimapolitikk, og for å bryte ned barrierer som kan begrense kommunes klimaarbeid. Klimaarbeidet i kommunene er også avhengig av at staten tilrettelegger for at kommunen kan omstille seg.",Offentlig forvaltning
Fagforbundet,"Også hvilken rekkefølge beslutningene tas i og prioriteringene her, legger viktige premisser senere muligheter og handlingsrom. Det krever klok ledelse å tenke lengre, bredere og mer systematisk, og agere på dette med flere parallelle hensyn. Særlig med tanke på ressursknappheten vi står ovenfor, både med arealer, energi, arbeidskraft, kompetanse og råstoff, er dette viktig. En sektor kan ikke støvsuge enkelte ressurser, det må prioriteres og fordeles. Fagforbundet er positive til hvordan utvalget inviterer partene til å definere hva en rettferdig omstilling er, og hvilke behov som vil oppstå av denne. Klimaomstillingen er en samfunnsprosess – ikke ren teknisk eller økonomisk øvelse - fremheves det i rapporten.",Interessegruppe
Fellesforbundet,"Vi støtter utvalget i at Norge bør fortsette klimasamarbeidet med EU, og delta i EUs klimaregelverk frem mot 2050.   Fellesforbundet mener utvalget i for stor grad forskutterer utviklingen når det gjelder anbefalingen om å gå bort fra fleksibilitetsmekanismer som et instrument i klimapolitikken. Utvalget skriver» at kvotekjøp kan ses på som en midlertidig betaling for å utsette utslippskutt hjemme. Til det vil vi innvende at for mange offshoreinstallasjoner vil konsolidering bidra til betydelige utslippsreduksjoner etter 2035. Da er det ikke en utsettelse, men en klar strategisk prioritet å støtte utslippskutt der disse utgjør flere tonn pr krone, og som gir større utslippseffekt med langt lengre virkningstid.",Interessegruppe
Fiskebåt,"Da må virkemidlene tilpasses den virkeligheten som fiskeflåten står overfor. I dagens situasjon er de viktigste tiltakene å stimulere til økt energieffektivitet i fiskeflåten, og å øke innblandingen av biodrivstoff, parallelt med kostnadskompensasjon for å utligne konkurransevridningen. I tillegg er det nødvendig å evaluere fiskeripolitikken i et klimaperspektiv. Dersom en del av dagens fiskeripolitiske målsettinger og detaljreguleringer oppheves eller endres, vil det være mulig å høste dagens fiskekvoter med vesentlig lavere klimagassutslipp enn det som er tilfellet i dag. 4. Økte CO2-avgifter og et konkurransedyktig næringsliv Utvalgets mandat var å gjøre en helhetlig gjennomgang av veivalgene Norge står ovenfor for å nå klimamålet i 2050, og vise hvordan Norge kan bli et lavutslippssamfunn i 2050 på en mest mulig kostnadseffektiv måte, med effektiv ressursbruk og et konkurransedyktig næringsliv.",Interessegruppe
Fiskebåt,"Fiskebåt er positiv til at utvalget er opptatt av å beholde et konkurransedyktig næringsliv, og er enig i at dette forutsetter et nært klimasamarbeid med EU. Fiskebåt konstaterer samtidig at disse målsettingene hverken blir ivaretatt i dagens klimapolitikk eller i utvalgets forslag. Fiskebåt viser i denne forbindelse til at konkurranseutsatte næringer i ikke-kvotepliktig sektor i Norge kommer svært dårlig ut. Næringer som havner innenfor kvotepliktig sektor får samme klimakostnad som sine konkurrenter i sammenlignbare land. Næringer som havner i ikke-kvotepliktig sektor, som fiskeflåten, får gjennom den særnorske høye CO2-avgiften og omsetningskravet for biodrivstoff vesentlig dårligere vilkår enn sine utenlandske konkurrenter. Fiskebåt er derfor kritisk til at utvalget mener at det må koste mer å slippe ut klimagasser, og at det må utarbeides en forpliktende opptrappingsplan for karbonprisen også etter 2030. Fiskebåt er ikke motstander av CO2-avgifter som et virkemiddel i klimapolitikken, men det er en forutsetning at konkurranseutsatte næringer likebehandles med sine konkurrenter i sammenlignbare land.",Interessegruppe
Fiskebåt,"5. Utslippsreduksjoner i fiskeflåten Utvalget legger til grunn at de fossile utslippene i matsystemet må fjernes helt. Dette betyr at alle prosesser som i dag drives av fossil energi må legges om og bli utslippsfrie. Dette dreier seg blant annet om transport og drift av fiskefartøy. Fiskebåt er enig i at det i et lengre perspektiv må være en målsetting å ta i bruk energibærere som gir nullutslipp, men konstaterer at dette fortsatt ligger et stykke frem i tid.  ",Interessegruppe
Fiskebåt,"Fiskeflåten opererer ofte på lange fangstturer med opptil 6 ukers varighet, og de ikke har et fast seilings- eller landingsmønster. Dette skaper store logistiske utfordringer når det gjelder nye energibærere, i tillegg til de kostnadsmessige utfordringene. En annen utfordring er at stort sett all tilgjengelig plass på fiskefartøyene er utnyttet, og det gjør det vanskelig å ta i bruk mer volumkrevende energibærere uten at fiskefartøyene bygges vesentlig større. Det er også viktig å nevne at det er mange særegne ytre faktorer som påvirker utslippene fra fiskeflåten, som næringen ikke rår over.",Interessegruppe
Fiskebåt,"Tiltak som øker energieffektiviteten vil derfor ha stor effekt på de samlede utslippene. Kongsberg Maritime, som er et ledende selskap innenfor design av fiskefartøyer, har laget en oversikt over ulike tiltak spm kan gi besparelser i energiforbruket til en torsketråler. En enkel fremstilling av denne er presentert i tabellen nedenfor.",Interessegruppe
